Sample_title	Sample_geo_accession	Sample_source_name_ch1	Sample_organism_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_platform_id	ID_REF
E15.5D_1_01	GSM2396355	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396355
E15.5D_1_02	GSM2396356	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396356
E15.5D_1_03	GSM2396357	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396357
E15.5D_1_04	GSM2396358	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396358
E15.5D_1_05	GSM2396359	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396359
E15.5D_1_06	GSM2396360	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396360
E15.5D_1_07	GSM2396361	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396361
E15.5D_1_08	GSM2396362	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396362
E15.5D_1_09	GSM2396363	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396363
E15.5D_1_10	GSM2396364	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396364
E15.5D_1_11	GSM2396365	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396365
E15.5D_1_12	GSM2396366	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396366
E15.5D_3_01	GSM2396367	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396367
E15.5D_3_02	GSM2396368	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396368
E15.5D_3_03	GSM2396369	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396369
E15.5D_3_04	GSM2396370	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396370
E15.5D_3_05	GSM2396371	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396371
E15.5D_3_06	GSM2396372	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396372
E15.5D_3_07	GSM2396373	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396373
E15.5D_3_08	GSM2396374	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396374
E15.5D_4_01	GSM2396375	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396375
E15.5D_4_02	GSM2396376	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396376
E15.5D_4_03	GSM2396377	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396377
E15.5D_4_04	GSM2396378	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396378
E15.5D_4_05	GSM2396379	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396379
E15.5D_4_06	GSM2396380	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396380
E15.5D_4_07	GSM2396381	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396381
E15.5D_4_08	GSM2396382	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396382
E15.5D_4_09	GSM2396383	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396383
E15.5D_4_10	GSM2396384	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396384
E15.5D_4_11	GSM2396385	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396385
E15.5D_4_12	GSM2396386	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396386
E15.5D_4_13	GSM2396387	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396387
E15.5D_4_14	GSM2396388	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396388
E15.5D_4_15	GSM2396389	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396389
E15.5D_4_16	GSM2396390	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396390
E15.5D_4_17	GSM2396391	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396391
E15.5D_4_18	GSM2396392	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396392
E15.5D_4_19	GSM2396393	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396393
E15.5E_2_01	GSM2396394	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396394
E15.5E_2_02	GSM2396395	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396395
E15.5E_2_03	GSM2396396	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396396
E15.5E_2_04	GSM2396397	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396397
E15.5E_2_05	GSM2396398	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396398
E15.5E_2_06	GSM2396399	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396399
E15.5E_2_07	GSM2396400	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396400
E15.5E_2_08	GSM2396401	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396401
E15.5E_2_09	GSM2396402	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396402
E15.5E_2_10	GSM2396403	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396403
E15.5E_2_11	GSM2396404	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396404
E15.5E_2_12	GSM2396405	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396405
E15.5E_2_13	GSM2396406	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396406
E15.5E_2_14	GSM2396407	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396407
E15.5E_2_15	GSM2396408	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396408
E15.5E_2_16	GSM2396409	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396409
E15.5E_2_17	GSM2396410	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396410
E15.5E_2_18	GSM2396411	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396411
E15.5E_2_19	GSM2396412	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396412
E15.5E_3_01	GSM2396413	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396413
E15.5E_3_02	GSM2396414	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396414
E15.5E_3_03	GSM2396415	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396415
E15.5E_3_04	GSM2396416	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396416
E15.5E_3_05	GSM2396417	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396417
E15.5E_3_06	GSM2396418	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396418
E15.5E_3_07	GSM2396419	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396419
E15.5E_3_08	GSM2396420	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396420
E15.5E_4_01	GSM2396421	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396421
E15.5E_4_02	GSM2396422	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396422
E15.5E_4_03	GSM2396423	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396423
E15.5E_4_04	GSM2396424	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396424
E15.5E_4_05	GSM2396425	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396425
E15.5E_4_06	GSM2396426	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396426
E15.5E_4_07	GSM2396427	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396427
E15.5E_4_08	GSM2396428	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396428
E15.5E_4_09	GSM2396429	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396429
E15.5E_4_10	GSM2396430	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396430
E15.5E_4_11	GSM2396431	Liver	Mus musculus	embryonic day: E15.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396431
E17.5D_1_01	GSM2396432	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396432
E17.5D_1_02	GSM2396433	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396433
E17.5D_1_03	GSM2396434	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396434
E17.5D_1_04	GSM2396435	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396435
E17.5D_1_05	GSM2396436	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396436
E17.5D_1_06	GSM2396437	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396437
E17.5D_1_07	GSM2396438	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396438
E17.5D_1_08	GSM2396439	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396439
E17.5D_1_09	GSM2396440	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396440
E17.5D_1_10	GSM2396441	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396441
E17.5D_1_11	GSM2396442	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396442
E17.5D_1_12	GSM2396443	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396443
E17.5D_1_13	GSM2396444	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396444
E17.5D_1_14	GSM2396445	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396445
E17.5D_2_01	GSM2396446	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396446
E17.5D_2_02	GSM2396447	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396447
E17.5D_2_03	GSM2396448	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396448
E17.5D_2_04	GSM2396449	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396449
E17.5D_2_05	GSM2396450	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396450
E17.5D_2_06	GSM2396451	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396451
E17.5D_2_07	GSM2396452	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396452
E17.5D_2_08	GSM2396453	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396453
E17.5D_3_01	GSM2396454	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396454
E17.5D_3_02	GSM2396455	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396455
E17.5D_3_03	GSM2396456	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396456
E17.5D_3_04	GSM2396457	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396457
E17.5D_3_05	GSM2396458	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396458
E17.5D_3_06	GSM2396459	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396459
E17.5D_3_07	GSM2396460	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396460
E17.5D_3_08	GSM2396461	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396461
E17.5D_4_01	GSM2396462	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396462
E17.5D_4_02	GSM2396463	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396463
E17.5D_4_03	GSM2396464	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396464
E17.5D_4_04	GSM2396465	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396465
E17.5D_4_05	GSM2396466	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396466
E17.5E_1_01	GSM2396467	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396467
E17.5E_1_02	GSM2396468	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396468
E17.5E_1_03	GSM2396469	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396469
E17.5E_1_04	GSM2396470	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396470
E17.5E_1_05	GSM2396471	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396471
E17.5E_1_06	GSM2396472	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396472
E17.5E_1_07	GSM2396473	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396473
E17.5E_1_08	GSM2396474	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396474
E17.5E_1_09	GSM2396475	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396475
E17.5E_1_10	GSM2396476	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396476
E17.5E_1_11	GSM2396477	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396477
E17.5E_1_12	GSM2396478	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396478
E17.5E_1_13	GSM2396479	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396479
E17.5E_1_14	GSM2396480	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396480
E17.5E_1_15	GSM2396481	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396481
E17.5E_3_01	GSM2396482	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396482
E17.5E_3_02	GSM2396483	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396483
E17.5E_3_03	GSM2396484	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396484
E17.5E_3_04	GSM2396485	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396485
E17.5E_4_01	GSM2396486	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396486
E17.5E_4_02	GSM2396487	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396487
E17.5E_4_03	GSM2396488	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396488
E17.5E_4_04	GSM2396489	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396489
E17.5E_4_05	GSM2396490	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396490
E17.5E_4_06	GSM2396491	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396491
