ID	Symbol	GeneLength	E10.5#1	E10.5#2	E11.5#1	E11.5#2	E12.5#1	E12.5#2	E13.5#1	E13.5#2	E14.5#1	E14.5#2	E15.5#1	E15.5#2	E16.5#1	E16.5#2	E17.5#1	E17.5#2	E18.5#1	E18.5#2
ENSMUSG00000050028	Olfr745	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050029	Rap2c	3545	1757	1582	1258	1329	1740	886	533	551	1459	1251	1073	1092	1393	1289	561	727	936	672
ENSMUSG00000050030	Olfr728	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050035	Fhl4	2670	11	20	15	8	9	13	6	3	9	9	1	3	6	4	1	2	5	0
ENSMUSG00000050043	Tmx2	2282	1839	1709	1426	1590	2034	1987	1121	995	1508	1366	1277	1374	1655	1455	846	779	803	646
ENSMUSG00000050050	Ccdc158	3676	42	42	5	11	17	3	9	2	12	10	6	2	6	10	8	7	17	9
ENSMUSG00000050052	Tdrp	2462	36	22	15	26	20	10	7	12	12	15	7	6	6	4	1	3	17	9
ENSMUSG00000050058	Prm3	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050063	Klk6	1391	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050064	Zfp697	5163	1444	1217	871	1046	1018	619	477	386	634	434	356	279	254	247	174	214	126	113
ENSMUSG00000050066	A130023I24Rik	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050069	Grem2	3745	11	20	5	6	6	1	9	10	20	41	132	103	229	154	277	281	523	408
ENSMUSG00000050071	Bex1	866	7173	6816	4445	4842	7746	7220	7370	5322	6933	4476	5251	6331	6683	4822	2985	2410	1787	1942
ENSMUSG00000050074	Spink8	741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050075	Gpr171	2225	0	0	0	0	7	2	3	1	3	7	2	4	3	1	3	2	1	2
ENSMUSG00000050079	Rspry1	3834	739	734	488	554	622	329	259	251	466	427	305	367	357	413	140	240	240	185
ENSMUSG00000050085	Olfr622	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050087	Cby3	731	1	0	0	0	0	1	3	0	1	1	1	0	0	0	0	0	1	1
ENSMUSG00000050088	1600012H06Rik	2523	421	373	278	370	447	315	346	240	516	368	324	352	444	420	245	288	350	254
ENSMUSG00000050089	Akap4	3021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050092	Sprr2b	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050097	Ces2b	3408	2	6	3	3	10	3	7	15	22	20	39	40	38	37	16	24	16	6
ENSMUSG00000050100	Hmx2	1677	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000050102	Vmn1r235	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050103	Agmo	3155	227	188	448	497	935	559	396	480	874	965	1131	740	1055	1100	382	502	950	595
ENSMUSG00000050105	Grrp1	1226	20	27	7	12	11	8	4	1	2	1	0	0	1	0	0	1	0	1
ENSMUSG00000050106	Tmc8	2736	18	20	41	49	51	38	78	65	163	62	43	27	33	31	13	13	12	29
ENSMUSG00000050107	Gsg2	2810	274	240	145	230	216	152	208	136	209	148	103	90	88	161	11	24	8	10
ENSMUSG00000050108	Bpifc	2714	2	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000050114	Prdx6b	2885	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050121	Opalin	1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122	Vwa3b	1769	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1
ENSMUSG00000050128	Olfr1023	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050132	Sarm1	4868	152	111	57	67	41	51	28	43	24	21	20	15	19	20	12	11	28	13
ENSMUSG00000050134	Olfr430	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050138	Kcnk12	1936	0	0	2	2	3	0	11	1	9	3	3	2	2	9	0	1	0	1
ENSMUSG00000050141	BC049635	1655	0	0	0	0	0	0	0	1	2	5	2	7	3	1	0	0	0	0
ENSMUSG00000050144	Slc25a44	3578	940	810	656	670	923	664	743	952	756	654	651	592	812	718	426	547	579	539
ENSMUSG00000050147	F2rl3	1751	3	4	0	10	5	1	13	8	5	3	1	0	1	2	2	0	2	0
ENSMUSG00000050148	Ubqln2	3344	2023	1970	996	1253	1469	768	836	911	847	766	713	665	1243	822	450	565	400	269
ENSMUSG00000050150	Slc9b1	2248	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050157	Gm867	1221	2	0	1	0	6	3	7	2	5	3	4	8	2	2	0	2	0	1
ENSMUSG00000050158	Olfr165	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050164	Mchr1	2188	15	7	4	11	4	4	4	7	4	2	2	0	1	0	233	225	159	193
ENSMUSG00000050174	Nudt6	1264	54	58	52	76	98	87	94	117	150	71	84	85	72	73	86	55	75	43
ENSMUSG00000050179	A930002I21Rik	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050188	Lsm10	943	196	151	125	175	178	154	277	213	238	117	127	118	107	91	80	86	109	97
ENSMUSG00000050189	Etos1	2015	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	2	0
ENSMUSG00000050190	Gm5346	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050192	Eif5a2	4992	190	201	37	50	56	13	22	2	40	10	11	6	6	3	1	2	10	4
ENSMUSG00000050195	Scd4	3306	3	3	2	3	3	7	5	3	7	0	2	1	3	1	1	1	1	3
ENSMUSG00000050197	Rhox13	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050198	Olfr768	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050199	Lgr4	5060	2183	2053	1688	1872	1970	1096	913	903	1696	1588	1521	1382	2624	1482	879	1135	1240	890
ENSMUSG00000050201	Otop2	2335	4	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050211	Pla2g4e	4477	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050212	Eva1b	1689	132	149	78	225	385	200	663	247	209	240	180	263	283	109	111	143	50	100
ENSMUSG00000050213	Snip1	2345	723	568	373	444	490	347	422	314	463	260	276	280	259	316	157	161	158	123
ENSMUSG00000050215	Olfr70	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217	Lgsn	1937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	3
ENSMUSG00000050222	Il17d	1221	13	13	3	7	18	5	6	4	4	2	1	5	2	1	3	1	0	2
ENSMUSG00000050224	Krtap13	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050229	Pigm	7569	1164	1126	558	667	816	391	403	207	601	385	348	322	372	286	199	224	262	186
ENSMUSG00000050232	Cxcr3	1731	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	1	0
ENSMUSG00000050234	Gja4	1685	4	2	0	2	1	0	0	1	1	1	3	3	0	0	0	0	0	1
ENSMUSG00000050239	Krtap24-1	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050240	Hic2	6354	1645	1479	1339	1486	1527	854	1226	1281	1308	1239	1373	1016	1265	1148	325	359	287	241
ENSMUSG00000050241	Klre1	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050243	Gm5446	783	1	2	1	0	9	2	1	2	2	0	1	2	1	0	0	2	0	2
ENSMUSG00000050244	Heatr1	6537	3351	2936	1705	2020	1640	1172	1109	1009	1410	845	793	630	522	718	366	570	286	270
ENSMUSG00000050248	Evc2	4091	677	616	327	378	461	337	443	231	300	126	157	138	175	115	91	80	93	40
ENSMUSG00000050251	Olfr809	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050266	Olfr690	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050270	Tmem220	1597	38	31	57	74	123	72	62	64	133	147	109	119	215	175	137	113	208	117
ENSMUSG00000050271	D8Ertd82e	4780	904	889	472	490	609	360	610	609	389	334	326	296	372	405	180	154	63	118
ENSMUSG00000050272	Dscam	7498	4	4	1	1	2	0	1	0	2	1	0	0	0	1	0	0	0	0
ENSMUSG00000050276	Mrgprg	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000050281	Olfr630	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050288	Fzd2	3663	471	518	73	63	148	31	85	38	65	8	19	26	9	7	0	1	0	1
ENSMUSG00000050295	Foxc1	3953	16	22	3	3	5	2	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000050296	Abca12	9137	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050299	Gm9843	504	360	275	247	240	251	281	367	379	236	165	238	178	172	177	184	148	203	133
ENSMUSG00000050304	Slc25a2	1346	4	8	3	2	2	3	7	3	4	1	1	3	0	1	0	0	0	4
ENSMUSG00000050310	Rictor	9311	858	1040	613	751	731	352	478	197	701	643	838	638	596	389	268	422	610	588
ENSMUSG00000050312	Nsun3	3813	249	219	173	177	234	69	85	92	190	130	121	73	128	97	44	72	102	49
ENSMUSG00000050315	Synpo2	7114	41	38	7	11	6	4	3	1	6	1	3	1	0	1	1	1	0	0
ENSMUSG00000050321	Neto1	3531	3	0	1	0	25	5	9	3	12	2	5	3	2	0	0	1	0	0
ENSMUSG00000050323	Ndufaf6	1082	239	196	196	233	298	249	264	176	343	214	223	289	323	224	210	166	146	119
ENSMUSG00000050328	Hoxc12	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050332	Amer1	8496	1033	950	456	499	485	182	308	206	351	290	311	246	242	202	77	106	137	121
ENSMUSG00000050334	C130071C03Rik	3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050335	Lgals3	1419	10	19	36	23	24	43	55	46	88	64	73	124	58	41	2	18	13	13
ENSMUSG00000050343	Olfr1378	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050345	4930486L24Rik	1364	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
ENSMUSG00000050347	Gm9844	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050350	Gpr18	1309	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000050357	Rltpr	2517	36	37	18	26	25	25	30	27	25	12	12	8	6	5	3	4	6	2
ENSMUSG00000050359	Sprr1a	806	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10
ENSMUSG00000050366	Olfr524	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050368	Hoxd10	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050370	Ch25h	1350	2	1	0	2	1	1	8	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050373	Snx21	3262	123	124	111	133	240	194	281	253	213	146	211	233	473	191	295	245	337	260
ENSMUSG00000050377	Il31ra	3665	1	1	0	1	0	0	0	0	6	2	0	0	0	0	0	0	1	0
ENSMUSG00000050379	Sept6	4673	666	577	296	332	389	217	222	216	358	243	190	255	342	265	179	190	178	142
ENSMUSG00000050382	Kif7	4577	367	358	145	149	135	124	142	70	81	33	20	13	26	13	1	2	2	4
ENSMUSG00000050383	Svs3b	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050390	C77080	5187	217	239	130	141	231	164	442	502	420	495	684	621	842	816	404	469	663	553
ENSMUSG00000050394	Armcx6	2120	169	155	225	171	248	285	182	189	354	214	205	181	169	172	39	38	34	31
ENSMUSG00000050395	Tnfsf15	3347	2	0	0	2	0	0	2	0	0	6	4	9	13	8	0	1	0	0
ENSMUSG00000050397	Foxl2	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050410	Tcf19	1732	471	408	406	424	670	603	687	687	637	426	401	508	649	527	171	164	61	75
ENSMUSG00000050423	Ppp1r3g	2361	12	11	7	20	37	41	41	42	72	92	201	198	410	96	272	356	306	432
ENSMUSG00000050424	Pnma5	2785	0	2	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000050425	Mrgprb2	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050428	Fbxo46	2962	293	252	172	195	225	180	279	264	193	149	168	113	157	131	84	75	80	62
ENSMUSG00000050431	Olfr730	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050435	Ube2dnl1	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050439	Enthd1	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050440	Hamp	392	1	0	1	0	5	2	11	9	20	16	34	70	101	80	219	264	202	54
ENSMUSG00000050445	Cyp8b1	1950	5	0	10	13	26	20	19	52	38	84	179	241	541	276	606	682	2702	1250
ENSMUSG00000050447	Lypd6	3620	176	176	60	101	45	22	8	23	23	7	10	18	18	10	3	0	0	0
ENSMUSG00000050463	Krt78	3434	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000050468	Astl	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050471	Fam118b	3476	384	322	208	215	261	221	195	150	240	138	123	119	130	135	86	84	88	71
ENSMUSG00000050473	Slc35d3	2629	1	3	4	18	11	7	15	7	16	7	7	3	4	2	0	0	4	4
ENSMUSG00000050478	Olfr807	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050490	Gm8394	952	13	11	9	12	3	9	2	1	3	4	6	1	5	5	1	5	2	3
ENSMUSG00000050493	Fam167b	913	2	1	0	4	0	1	3	2	3	1	2	10	3	3	1	6	4	16
ENSMUSG00000050503	Fbxl22	3935	18	30	12	7	7	12	12	5	11	5	2	2	7	6	6	2	3	6
ENSMUSG00000050504	Olfr1323	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050505	Pcdh20	5237	0	0	0	1	3	0	0	0	1	2	0	0	1	0	0	0	0	0
ENSMUSG00000050511	Oprd1	4021	33	31	15	8	21	1	10	1	17	1	6	0	0	0	0	0	0	0
ENSMUSG00000050520	Cldn8	2356	6	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000050526	4933406M09Rik	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050530	Fam171a1	4149	683	678	326	305	329	206	203	191	252	178	182	154	120	143	28	30	62	50
ENSMUSG00000050533	Gm9845	1735	1	0	1	2	3	0	0	2	2	0	3	1	3	1	1	1	4	1
ENSMUSG00000050534	Htr5b	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050538	B230217C12Rik	2188	52	60	28	31	44	19	20	23	15	15	15	3	2	9	0	2	0	0
ENSMUSG00000050541	Adra1b	3331	35	29	135	184	513	548	1005	884	1368	898	1005	1368	1630	1238	832	521	810	684
ENSMUSG00000050545	Fam228b	2886	13	25	2	13	24	19	6	1	19	15	7	10	1	7	0	3	2	0
ENSMUSG00000050549	5730508B09Rik	1603	33	34	24	58	118	54	34	41	193	90	73	99	108	96	61	89	87	53
ENSMUSG00000050550	Gm11868	1478	28	47	14	30	33	15	8	16	37	15	25	13	27	17	18	11	28	20
ENSMUSG00000050552	Lamtor4	980	325	232	294	332	489	517	714	615	608	340	395	409	457	337	301	188	336	274
ENSMUSG00000050553	Gk2	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050555	Hyls1	4269	296	247	161	262	247	172	213	111	293	143	180	138	157	162	35	51	24	23
ENSMUSG00000050556	Kcnb1	3725	47	53	21	23	30	6	18	5	12	4	7	6	6	5	1	0	1	0
ENSMUSG00000050558	Prokr2	4486	20	20	10	3	23	6	6	1	2	0	0	2	0	1	0	1	0	0
ENSMUSG00000050565	Tor1aip2	6118	3838	3294	2643	2959	3367	1931	1950	1775	2939	2399	2501	2133	3235	2659	1385	1896	2413	1527
ENSMUSG00000050567	Maml1	5528	1063	1011	629	750	763	400	608	592	573	430	497	433	556	552	184	317	247	252
ENSMUSG00000050577	Olfr1038-ps	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050578	Mmp13	2675	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSMUSG00000050587	Lrrc4c	3646	19	17	3	5	6	2	5	0	4	0	0	0	1	0	0	0	0	0
ENSMUSG00000050592	Fam78a	4107	30	32	28	76	66	19	45	57	145	55	39	18	6	26	2	3	4	9
ENSMUSG00000050600	Zfp831	9807	1	0	4	3	4	2	0	2	5	5	9	6	4	3	1	2	1	1
ENSMUSG00000050603	Olfr1008	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050604	3110021A11Rik	821	1	2	0	0	3	1	0	4	1	1	1	0	0	0	0	0	3	0
ENSMUSG00000050605	Zfp61	2480	280	279	108	122	133	157	166	83	157	40	31	41	28	20	12	6	8	5
ENSMUSG00000050608	Minos1	2549	1694	1388	1365	1475	2076	2096	1925	1334	2394	1419	1350	1437	1714	1336	978	820	926	720
ENSMUSG00000050612	Txndc2	1899	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050613	Olfr125	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050619	Zscan29	5072	322	312	210	236	312	197	198	178	305	251	233	281	246	249	160	172	199	179
ENSMUSG00000050621	Rps27rt	370	8186	6143	5724	6775	7022	8145	8384	10267	8163	4727	5638	3855	4105	3956	3691	3440	3805	2730
ENSMUSG00000050623	Tex40	781	0	1	0	1	5	2	5	3	1	1	0	0	1	0	0	2	0	0
ENSMUSG00000050625	Ccdc121	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050627	Gpd1l	4391	553	504	446	470	579	369	403	482	575	473	496	379	571	499	290	340	435	314
ENSMUSG00000050628	Ubald2	1482	750	548	391	749	844	617	1077	834	742	599	502	511	620	518	203	231	255	303
ENSMUSG00000050633	1110035H17Rik	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050635	Sprr2f	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050640	Tmem150c	3084	327	302	202	224	190	123	106	86	108	51	49	32	42	35	38	61	127	84
ENSMUSG00000050641	BC048562	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050645	Defb19	394	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050650	Mrgpra1	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050654	Olfr215	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050663	Trhde	5714	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050666	Vstm4	2741	67	46	71	64	135	48	112	67	114	52	64	62	28	37	9	9	8	8
ENSMUSG00000050668	Gpatch11	4198	284	280	232	253	266	278	276	148	301	189	155	207	207	175	119	115	127	68
ENSMUSG00000050671	Ism2	2526	28	28	12	12	23	24	39	14	33	14	11	14	17	13	9	4	9	6
ENSMUSG00000050675	Gp1ba	2710	0	1	7	16	16	5	41	16	14	14	6	3	1	20	2	1	6	11
ENSMUSG00000050677	Ccdc96	3585	10	20	6	9	15	11	7	4	6	1	4	1	0	1	1	1	1	4
ENSMUSG00000050685	Ccdc54	1296	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050697	Prkaa1	4655	1424	1158	1124	1281	1362	728	575	471	1265	951	886	624	790	760	287	382	336	288
ENSMUSG00000050700	Emilin3	3547	45	44	25	19	31	10	16	5	4	2	2	5	0	0	0	0	0	1
ENSMUSG00000050702	Rfpl3s	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050704	2310061N02Rik	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050705	2310061I04Rik	2081	571	521	384	519	655	658	842	640	587	325	265	280	303	298	183	146	209	155
ENSMUSG00000050708	Ftl1	968	12507	10929	11047	12707	23869	23413	55505	47567	27163	19798	23075	23142	25624	20619	14343	11175	11218	8730
ENSMUSG00000050711	Scg2	2515	36	16	2	63	9	6	8	2	3	68	27	0	8	3	1	60	33	3
ENSMUSG00000050714	Zbtb26	5267	424	449	210	286	293	136	108	48	279	175	152	139	181	140	89	134	148	106
ENSMUSG00000050721	Plekho2	3271	113	100	106	111	118	71	132	105	211	103	101	103	54	91	16	21	20	39
ENSMUSG00000050730	Arhgap42	6116	951	915	679	723	881	438	389	307	665	633	667	567	603	582	225	284	324	288
ENSMUSG00000050732	Vamp8	2076	490	404	457	515	786	846	1173	1016	1376	894	1096	1387	1306	1211	1066	841	1248	963
ENSMUSG00000050737	Ptges	3647	24	22	5	11	8	10	15	6	9	6	4	3	6	1	39	43	109	39
ENSMUSG00000050742	Olfr164	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050747	Trim15	1843	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	6	1
ENSMUSG00000050751	Pgbd5	3222	62	63	14	26	15	12	12	4	5	3	1	2	0	0	0	1	0	1
ENSMUSG00000050756	Defb6	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050761	Gp1bb	1847	4	2	2	2	4	9	12	4	4	3	0	3	2	3	3	0	0	5
ENSMUSG00000050762	Prss27	1253	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050763	Olfr1395	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050765	Gm5084	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050766	Ear14	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050772	Olfr1124	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050776	Olfr1317	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050777	Tmem37	1311	418	336	603	687	1302	1165	1978	1904	1427	1233	1446	1609	2105	1685	1110	910	1181	868
ENSMUSG00000050781	Olfr1284	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050783	Htr1f	2509	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050786	Ccdc126	2372	113	117	77	101	134	53	41	55	85	78	64	78	95	67	41	48	38	38
ENSMUSG00000050788	Olfr419	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050796	B3galt6	3184	195	149	151	182	267	200	195	156	187	120	112	122	140	125	43	63	39	27
ENSMUSG00000050799	Hist1h2ba	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050803	Olfr866	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050808	Muc15	3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050810	Oog3	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050812	AI314180	7045	3390	3321	2152	2342	2606	1597	1354	1015	2137	1811	1738	1516	1562	1424	853	1035	1207	963
ENSMUSG00000050813	Olfr332	1601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050815	Olfr1441	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050818	Olfr330	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050821	Fam131a	2432	20	20	22	19	13	15	27	13	18	8	11	14	10	8	17	8	9	11
ENSMUSG00000050822	Slc29a4	2789	67	65	7	9	4	3	6	1	2	2	1	0	1	0	0	1	0	0
ENSMUSG00000050824	Sstr5	2733	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050830	Vwc2	3712	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000050840	Cdh20	4012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000050844	1700020N01Rik	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050846	Zfp623	2463	488	414	296	347	384	350	435	334	496	287	348	311	320	353	226	189	229	137
ENSMUSG00000050853	Olfr958	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050854	Tmem125	1864	26	17	23	24	74	45	78	76	107	80	91	107	139	126	106	106	76	69
ENSMUSG00000050855	Zfp940	3712	232	236	107	91	112	76	51	34	85	55	30	18	24	36	8	13	14	8
ENSMUSG00000050856	Atp5k	563	1418	1151	889	1144	1444	1794	2391	2167	1818	1101	1108	1357	1432	992	1244	833	1148	823
ENSMUSG00000050860	Phospho1	1910	0	0	0	0	2	1	0	1	1	0	1	0	0	0	0	1	0	0
ENSMUSG00000050865	Olfr1494	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050866	Clrn3	3305	1	0	1	0	4	1	0	0	3	0	0	3	0	0	1	0	0	0
ENSMUSG00000050870	Mrgprb8	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050875	A730017C20Rik	3680	6	16	2	1	4	2	2	0	4	0	0	1	0	0	0	0	0	0
ENSMUSG00000050876	Spata31d1a	4277	0	0	2	0	0	1	1	1	1	2	4	0	1	3	2	0	2	0
ENSMUSG00000050890	Pdik1l	4686	403	323	308	411	397	183	138	140	392	277	263	221	258	300	98	156	87	90
ENSMUSG00000050891	Tatdn1	1366	312	275	217	237	306	221	150	113	362	184	153	160	217	193	128	121	144	56
ENSMUSG00000050896	Rtn4rl2	1303	4	0	0	1	1	0	5	3	1	0	2	0	0	0	1	0	0	0
ENSMUSG00000050900	Gm7327	652	2	0	0	2	2	1	2	2	1	1	0	0	0	3	0	0	0	2
