"tcga_id"	"cohort"	"purity"	"log2_bap1"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"
"TCGA-CH-5754-01"	"TCGA-PRAD"	0.63	12.1503306712399	2	"chr3:46368145-70088013"	23719869
"TCGA-CH-5748-01"	"TCGA-PRAD"	0.24	12.0484416124628	2	"chr3:44145270-83655497"	39510228
"TCGA-HC-A8D0-01"	"TCGA-PRAD"	0.34	12.0937793431638	2	"chr3:2170634-70980257"	68809624
"TCGA-YL-A9WJ-01"	"TCGA-PRAD"	0.39	12.1051944844186	2	"chr3:25704534-103068697"	77364164
"TCGA-G9-6494-01"	"TCGA-PRAD"	0.57	12.4130365820692	2	"chr3:15643630-197812401"	182168772
"TCGA-EJ-A7NH-01"	"TCGA-PRAD"	0.35	12.0932782244684	2	"chr3:2170634-73768228"	71597595
"TCGA-XK-AAIV-01"	"TCGA-PRAD"	0.24	12.4103521919978	4	"chr3:45606661-52723324"	7116664
"TCGA-KK-A6E5-01"	"TCGA-PRAD"	0.61	12.2558037918152	2	"chr3:2909819-75931655"	73021837
"TCGA-V1-A9OQ-01"	"TCGA-PRAD"	0.77	12.0133654000328	2	"chr3:49574107-58626697"	9052591
"TCGA-HC-A76X-01"	"TCGA-PRAD"	0.74	12.1473345797707	2	"chr3:12000893-71715268"	59714376
"TCGA-KK-A8I7-01"	"TCGA-PRAD"	0.21	12.2892385204868	2	"chr3:2170634-65136603"	62965970
"TCGA-HC-7079-01"	"TCGA-PRAD"	0.91	12.1505747296207	2	"chr3:44208336-197812401"	153604066
"TCGA-VP-A879-01"	"TCGA-PRAD"	0.5	12.1369333972463	2	"chr3:2170634-151717160"	149546527
"TCGA-XK-AAIR-01"	"TCGA-PRAD"	0.32	12.0009827021802	2	"chr3:2170634-72588623"	70417990
"TCGA-J9-A8CN-01"	"TCGA-PRAD"	0.88	11.9532223779567	2	"chr3:2170634-61141148"	58970515
"TCGA-EJ-A65E-01"	"TCGA-PRAD"	0.62	12.0927216794423	2	"chr3:16815109-101289350"	84474242
"TCGA-VN-A88M-01"	"TCGA-PRAD"	0.84	12.0783618675566	2	"chr3:10858172-68997990"	58139819
"TCGA-KK-A7AU-01"	"TCGA-PRAD"	0.88	12.4867386424272	2	"chr3:49017246-116169322"	67152077
"TCGA-XJ-A9DI-01"	"TCGA-PRAD"	0.48	12.0758346783945	2	"chr3:25704534-197812401"	172107868
"TCGA-KC-A7F5-01"	"TCGA-PRAD"	NA	12.4741240895861	NA	"chr3:42730628-73659434"	30928807
"TCGA-CH-5771-01"	"TCGA-PRAD"	NA	12.4426562367115	NA	"chr3:18240626-78591644"	60351019
"TCGA-HC-A6HY-01"	"TCGA-PRAD"	0.69	12.3652704005608	2	"chr3:2170634-71943791"	69773158
"TCGA-YL-A8S8-01"	"TCGA-PRAD"	0.61	12.2071059726141	2	"chr3:2170634-65001897"	62831264
"TCGA-EJ-5510-01"	"TCGA-PRAD"	0.38	12.2550342470052	2	"chr3:26423408-67215369"	40791962
"TCGA-EJ-5517-01"	"TCGA-PRAD"	0.71	11.6341303490581	2	"chr3:45341445-53284437"	7942993
"TCGA-TK-A8OK-01"	"TCGA-PRAD"	0.52	11.5481381569929	1	"chr3:48294570-82509376"	34214807
"TCGA-V1-A9Z7-01"	"TCGA-PRAD"	0.59	11.9929962912574	2	"chr3:2170634-59715720"	57545087
"TCGA-CH-5744-01"	"TCGA-PRAD"	0.59	12.476212866499	2	"chr3:51225090-61169624"	9944535
"TCGA-X4-A8KQ-01"	"TCGA-PRAD"	0.57	12.16245580441	2	"chr3:50028356-197812401"	147784046
"TCGA-X4-A8KS-01"	"TCGA-PRAD"	0.24	12.1394542068871	2	"chr3:14349620-124952927"	110603308
"TCGA-KK-A6E2-01"	"TCGA-PRAD"	0.86	12.2319552472532	2	"chr3:48195614-72112399"	23916786
"TCGA-V1-A8MF-01"	"TCGA-PRAD"	0.64	12.2181036691312	2	"chr3:19097567-55864440"	36766874
"TCGA-QU-A6IO-01"	"TCGA-PRAD"	0.61	12.861051586722	2	"chr3:51441439-76156138"	24714700
"TCGA-CH-5738-01"	"TCGA-PRAD"	0.52	11.9023194389584	2	"chr3:2170634-70535409"	68364776
"TCGA-HC-7209-01"	"TCGA-PRAD"	0.55	12.1461316230637	2	"chr3:2170634-197812401"	195641768
"TCGA-XJ-A83H-01"	"TCGA-PRAD"	0.49	12.4042354657137	2	"chr3:18611113-88311565"	69700453
"TCGA-G9-6336-01"	"TCGA-PRAD"	NA	11.9521808918742	NA	"chr3:2170634-69892340"	67721707
"TCGA-XJ-A9DK-01"	"TCGA-PRAD"	0.98	11.8205266068717	2	"chr3:2170634-62664449"	60493816
"TCGA-2A-A8W3-01"	"TCGA-PRAD"	0.44	12.6065005949361	2	"chr3:2170634-70460388"	68289755
"TCGA-EJ-5542-01"	"TCGA-PRAD"	0.58	11.7766079128187	2	"chr3:43781480-70666334"	26884855
"TCGA-J9-A8CP-01"	"TCGA-PRAD"	0.6	12.1069886682919	2	"chr3:44826082-54390317"	9564236
"TCGA-XJ-A9DQ-01"	"TCGA-PRAD"	0.65	12.032918740331	2	"chr3:2170634-70472970"	68302337
"TCGA-J4-A83I-01"	"TCGA-PRAD"	0.79	12.2248090734205	2	"chr3:10831749-197812401"	186980653
"TCGA-HC-7075-01"	"TCGA-PRAD"	0.78	12.1664350129555	2	"chr3:2170634-197812401"	195641768
"TCGA-HI-7170-01"	"TCGA-PRAD"	0.47	11.9682492814456	2	"chr3:2170634-197812401"	195641768
"TCGA-M7-A721-01"	"TCGA-PRAD"	0.24	12.1853576972924	2	"chr3:34642506-58814158"	24171653
"TCGA-G9-6333-01"	"TCGA-PRAD"	0.44	11.9920883092547	2	"chr3:2170634-65137808"	62967175
"TCGA-VP-A87H-01"	"TCGA-PRAD"	0.58	12.8014463963767	3	"chr3:16347519-94739539"	78392021
"TCGA-HC-7745-01"	"TCGA-PRAD"	0.38	11.8679083109937	2	"chr3:48029649-87273296"	39243648
"TCGA-YL-A8HJ-01"	"TCGA-PRAD"	0.3	11.9121089782901	2	"chr3:2170634-56713066"	54542433
"TCGA-EJ-5496-01"	"TCGA-PRAD"	0.49	11.9477586850538	2	"chr3:2170634-131922836"	129752203
"TCGA-J4-A67M-01"	"TCGA-PRAD"	0.37	12.3603710342351	2	"chr3:2170634-118276928"	116106295
"TCGA-G9-6365-01"	"TCGA-PRAD"	0.53	11.8578643892113	2	"chr3:28694249-70939584"	42245336
"TCGA-EJ-7317-01"	"TCGA-PRAD"	0.67	12.3823237186168	2	"chr3:2170634-78601495"	76430862
"TCGA-V1-A8ML-01"	"TCGA-PRAD"	0.35	11.9124439043919	2	"chr3:2170634-197812401"	195641768
"TCGA-HC-7738-01"	"TCGA-PRAD"	0.42	12.1618182549073	4	"chr3:2170634-89893985"	87723352
"TCGA-HC-7210-01"	"TCGA-PRAD"	0.47	11.9516176679908	2	"chr3:2170634-102108710"	99938077
"TCGA-G9-6354-01"	"TCGA-PRAD"	0.61	12.2472578662265	2	"chr3:32540290-61061605"	28521316
"TCGA-KK-A8I6-01"	"TCGA-PRAD"	0.66	12.3276095568651	2	"chr3:32115714-125781290"	93665577
"TCGA-V1-A9OH-01"	"TCGA-PRAD"	0.49	12.0952304485557	2	"chr3:3014583-112444977"	109430395
"TCGA-TP-A8TV-01"	"TCGA-PRAD"	0.92	12.1480042083551	2	"chr3:46641333-52972136"	6330804
"TCGA-H9-A6BY-01"	"TCGA-PRAD"	0.76	12.4526401185558	2	"chr3:2170634-54768928"	52598295
"TCGA-KK-A8IC-01"	"TCGA-PRAD"	0.35	12.2744915288262	2	"chr3:8650763-101157499"	92506737
"TCGA-FC-A8O0-01"	"TCGA-PRAD"	0.87	12.3671352009595	2	"chr3:2170634-197812401"	195641768
"TCGA-ZG-A9MC-01"	"TCGA-PRAD"	0.22	12.2048804754911	2	"chr3:2170634-115262802"	113092169
"TCGA-VP-A872-01"	"TCGA-PRAD"	0.6	12.3409855410006	2	"chr3:2170634-176972093"	174801460
"TCGA-KC-A7F3-01"	"TCGA-PRAD"	0.43	11.9340925702551	2	"chr3:2170634-72429933"	70259300
"TCGA-CH-5791-01"	"TCGA-PRAD"	0.66	12.1980203295073	2	"chr3:36947151-73775760"	36828610
"TCGA-G9-7522-01"	"TCGA-PRAD"	0.21	12.0624643356374	2	"chr3:2170634-70715110"	68544477
"TCGA-KC-A7FD-01"	"TCGA-PRAD"	0.8	12.4953183392373	2	"chr3:2170634-172069981"	169899348
"TCGA-J4-A83L-01"	"TCGA-PRAD"	0.32	11.9463368311734	2	"chr3:2170634-61858031"	59687398
"TCGA-CH-5767-01"	"TCGA-PRAD"	0.83	11.9676924478466	2	"chr3:38843279-54067912"	15224634
"TCGA-ZG-A9LM-01"	"TCGA-PRAD"	0.69	12.0399019326188	2	"chr3:2170634-58884933"	56714300
"TCGA-V1-A8MK-01"	"TCGA-PRAD"	NA	11.8243941890865	NA	"chr3:14349620-63484133"	49134514
"TCGA-KK-A8I4-01"	"TCGA-PRAD"	0.4	12.1437424301226	2	"chr3:42971851-61362918"	18391068
"TCGA-MG-AAMC-01"	"TCGA-PRAD"	0.79	12.2814338923899	2	"chr3:33654968-122146401"	88491434
"TCGA-KK-A59V-01"	"TCGA-PRAD"	0.58	11.8732508918168	2	"chr3:2170634-197812401"	195641768
"TCGA-HC-7078-01"	"TCGA-PRAD"	0.73	12.1870787402046	2	"chr3:25500023-59289155"	33789133
"TCGA-YL-A9WX-01"	"TCGA-PRAD"	0.2	11.8721810608636	1	"chr3:45663847-90436812"	44772966
"TCGA-ZG-A8QY-01"	"TCGA-PRAD"	0.55	11.2387791878681	1	"chr3:50352037-55986131"	5634095
"TCGA-Y6-A8TL-01"	"TCGA-PRAD"	0.59	11.9472716899347	2	"chr3:7291695-74031122"	66739428
"TCGA-V1-A8MU-01"	"TCGA-PRAD"	0.47	12.0162463651336	2	"chr3:2170634-70590608"	68419975
"TCGA-CH-5769-01"	"TCGA-PRAD"	0.61	11.7691687942938	2	"chr3:39131777-72015039"	32883263
"TCGA-CH-5794-01"	"TCGA-PRAD"	0.57	12.545033181073	2	"chr3:2170634-71044440"	68873807
"TCGA-V1-A9OA-01"	"TCGA-PRAD"	0.61	11.4744323727264	1	"chr3:42222043-63122875"	20900833
"TCGA-G9-A9S4-01"	"TCGA-PRAD"	NA	12.7254086785967	NA	"chr3:31808944-70125220"	38316277
"TCGA-EJ-5503-01"	"TCGA-PRAD"	0.9	12.177441419603	2	"chr3:2170634-197812401"	195641768
"TCGA-KK-A7B3-01"	"TCGA-PRAD"	0.5	11.9349383691469	4	"chr3:2170634-59720118"	57549485
"TCGA-EJ-8472-01"	"TCGA-PRAD"	0.62	12.120556873069	4	"chr3:2170634-52660892"	50490259
"TCGA-VN-A88Q-01"	"TCGA-PRAD"	0.62	12.6286536386979	2	"chr3:12058310-67122882"	55064573
"TCGA-WW-A8ZI-01"	"TCGA-PRAD"	0.94	12.2367333606541	2	"chr3:33627876-73580817"	39952942
"TCGA-CH-5789-01"	"TCGA-PRAD"	1	11.8689551901171	2	"chr3:2170634-140393565"	138222932
"TCGA-EJ-5512-01"	"TCGA-PRAD"	0.36	11.7046731346491	2	"chr3:40458376-152575844"	112117469
"TCGA-EJ-A7NK-01"	"TCGA-PRAD"	0.5	12.1368325947457	2	"chr3:31794460-68841487"	37047028
"TCGA-Y6-A9XI-01"	"TCGA-PRAD"	0.83	12.3947294484245	2	"chr3:38867549-58748021"	19880473
"TCGA-HC-A9TE-01"	"TCGA-PRAD"	0.55	12.0022227705808	4	"chr3:41220938-52588192"	11367255
"TCGA-CH-5740-01"	"TCGA-PRAD"	0.67	11.9606563833146	2	"chr3:11612268-80480477"	68868210
"TCGA-G9-6496-01"	"TCGA-PRAD"	0.83	12.568913349357	2	"chr3:31299762-77506477"	46206716
"TCGA-HC-7232-01"	"TCGA-PRAD"	0.6	11.995838012604	2	"chr3:50824180-182451266"	131627087
"TCGA-ZG-A9L4-01"	"TCGA-PRAD"	0.38	12.1973829234589	2	"chr3:2170634-197812401"	195641768
"TCGA-QU-A6IM-01"	"TCGA-PRAD"	0.58	12.9074460716613	2	"chr3:19317407-62733172"	43415766
"TCGA-HC-7819-01"	"TCGA-PRAD"	0.82	12.0386662050259	2	"chr3:34200194-53633205"	19433012
"TCGA-G9-6379-01"	"TCGA-PRAD"	0.21	12.5630430866582	4	"chr3:30151286-59338853"	29187568
"TCGA-G9-6339-01"	"TCGA-PRAD"	0.47	12.1747928237105	2	"chr3:47858756-58110221"	10251466
"TCGA-EJ-5521-01"	"TCGA-PRAD"	0.43	12.2224976880478	2	"chr3:50280451-53911325"	3630875
"TCGA-V1-A9OF-01"	"TCGA-PRAD"	0.81	12.2828064627974	2	"chr3:12964791-101086297"	88121507
"TCGA-KK-A8IK-01"	"TCGA-PRAD"	0.96	12.4827402131721	4	"chr3:18449847-78726417"	60276571
"TCGA-EJ-7218-01"	"TCGA-PRAD"	0.45	12.422691224652	2	"chr3:36256733-59088051"	22831319
"TCGA-YL-A9WY-01"	"TCGA-PRAD"	0.3	11.886194474024	4	"chr3:40734414-59622692"	18888279
"TCGA-V1-A8WW-01"	"TCGA-PRAD"	0.84	12.4748756205394	2	"chr3:2170634-117665591"	115494958
"TCGA-CH-5752-01"	"TCGA-PRAD"	0.79	12.0798942461739	2	"chr3:2170634-59536800"	57366167
"TCGA-EJ-7793-01"	"TCGA-PRAD"	0.3	12.0093321675721	2	"chr3:2170634-197812401"	195641768
"TCGA-HC-8258-01"	"TCGA-PRAD"	NA	9.63097052509604	NA	"chr3:45174031-140223187"	95049157
"TCGA-ZG-A8QZ-01"	"TCGA-PRAD"	0.36	12.0806454428032	2	"chr3:31116455-195354737"	164238283
"TCGA-CH-5750-01"	"TCGA-PRAD"	0.75	12.0725477974028	2	"chr3:2170634-184184700"	182014067
"TCGA-EJ-8469-01"	"TCGA-PRAD"	0.79	12.0630206018683	2	"chr3:23827757-69864288"	46036532
"TCGA-G9-6369-01"	"TCGA-PRAD"	0.87	11.8171620227626	2	"chr3:41784737-55013385"	13228649
"TCGA-EJ-5494-01"	"TCGA-PRAD"	0.74	12.166704805314	2	"chr3:2170634-83768377"	81597744
"TCGA-EJ-5530-01"	"TCGA-PRAD"	0.51	12.2335203388744	2	"chr3:2170634-74447964"	72277331
"TCGA-EJ-5506-01"	"TCGA-PRAD"	NA	11.7213944393175	NA	"chr3:43882696-72660641"	28777946
"TCGA-EJ-A8FN-01"	"TCGA-PRAD"	0.67	12.1821729012132	2	"chr3:2170634-56769147"	54598514
"TCGA-XK-AAJU-01"	"TCGA-PRAD"	0.5	12.0526545586991	2	"chr3:2170634-61141148"	58970515
"TCGA-CH-5764-01"	"TCGA-PRAD"	0.51	12.0470267702833	2	"chr3:31199059-62770083"	31571025
"TCGA-ZG-A9LB-01"	"TCGA-PRAD"	0.53	12.4116000622491	4	"chr3:23507584-175360537"	151852954
"TCGA-HC-8261-01"	"TCGA-PRAD"	0.69	12.1593717177027	2	"chr3:46462826-52784563"	6321738
"TCGA-G9-7510-01"	"TCGA-PRAD"	0.25	12.1013910987803	2	"chr3:29525902-77362846"	47836945
"TCGA-G9-6362-01"	"TCGA-PRAD"	0.87	12.19309371668	2	"chr3:9092740-56981805"	47889066
"TCGA-HC-7747-01"	"TCGA-PRAD"	0.36	11.9799924059282	2	"chr3:14138470-57619570"	43481101
"TCGA-YL-A8SJ-01"	"TCGA-PRAD"	0.63	12.2042086939705	2	"chr3:3320154-82662964"	79342811
"TCGA-EJ-A7NF-01"	"TCGA-PRAD"	0.75	12.1949901144893	2	"chr3:42291624-55751769"	13460146
"TCGA-FC-A5OB-01"	"TCGA-PRAD"	0.86	12.0069923351254	2	"chr3:37291330-62147414"	24856085
"TCGA-HC-7744-01"	"TCGA-PRAD"	0.81	12.4047968548955	2	"chr3:2170634-157332075"	155161442
"TCGA-V1-A8WL-01"	"TCGA-PRAD"	0.69	11.6450936592043	2	"chr3:2170634-123581582"	121410949
"TCGA-M7-A724-01"	"TCGA-PRAD"	0.97	12.5506018492447	2	"chr3:46668608-54093848"	7425241
"TCGA-J4-AATV-01"	"TCGA-PRAD"	0.98	12.1586904260903	2	"chr3:2170634-197812401"	195641768
"TCGA-G9-6370-01"	"TCGA-PRAD"	0.38	11.9641036590982	2	"chr3:2170634-197812401"	195641768
"TCGA-EJ-7797-01"	"TCGA-PRAD"	0.37	12.0965835738322	2	"chr3:38477100-69707832"	31230733
"TCGA-KC-A7F6-01"	"TCGA-PRAD"	0.7	12.367251324615	2	"chr3:12913746-197812401"	184898656
"TCGA-M7-A725-01"	"TCGA-PRAD"	0.84	12.3310977597645	2	"chr3:36043051-58681653"	22638603
"TCGA-V1-A9OL-01"	"TCGA-PRAD"	0.9	11.554803858589	1	"chr3:50296319-53285185"	2988867
"TCGA-VN-A88R-01"	"TCGA-PRAD"	0.79	12.3373105580392	2	"chr3:8102547-59338151"	51235605
"TCGA-EJ-5499-01"	"TCGA-PRAD"	0.47	11.8822238819057	2	"chr3:29072821-187819969"	158747149
"TCGA-HC-7080-01"	"TCGA-PRAD"	0.9	12.3218442398982	2	"chr3:50589226-58801938"	8212713
"TCGA-YL-A8SF-01"	"TCGA-PRAD"	0.69	12.0576870146368	2	"chr3:50251477-71105645"	20854169
"TCGA-HC-A48F-01"	"TCGA-PRAD"	0.91	12.4923648972681	2	"chr3:46381893-53232373"	6850481
"TCGA-YL-A8HL-01"	"TCGA-PRAD"	0.86	12.4879069941863	2	"chr3:37134469-52424106"	15289638
"TCGA-55-8615-01"	"TCGA-LUAD"	0.57	11.619334047603	4	"chr3:27659802-59633043"	31973242
"TCGA-17-Z055-01"	"TCGA-LUAD"	NA	NA	NA	NA	NA
"TCGA-44-2655-01"	"TCGA-LUAD"	0.33	11.9349747415035	2	"chr3:31834608-61141148"	29306541
"TCGA-49-4505-01"	"TCGA-LUAD"	0.45	11.711671657696	2	"chr3:2170634-65949680"	63779047
"TCGA-86-8674-01"	"TCGA-LUAD"	0.58	12.2060647072166	2	"chr3:2170634-197812401"	195641768
"TCGA-97-8177-01"	"TCGA-LUAD"	0.25	11.3384199858653	2	"chr3:45408457-53878414"	8469958
"TCGA-J2-A4AD-01"	"TCGA-LUAD"	0.57	12.0326846693674	2	"chr3:2170634-53241761"	51071128
"TCGA-91-A4BD-01"	"TCGA-LUAD"	0.55	11.7415122672711	2	"chr3:2170634-197812401"	195641768
"TCGA-67-3771-01"	"TCGA-LUAD"	0.46	11.3704234364642	2	"chr3:42419397-84354805"	41935409
"TCGA-50-6590-01"	"TCGA-LUAD"	0.25	11.6920024643438	3	"chr3:33077459-61344418"	28266960
"TCGA-50-5051-01"	"TCGA-LUAD"	0.59	12.0973247877404	3	"chr3:45767920-53461309"	7693390
"TCGA-62-A471-01"	"TCGA-LUAD"	0.46	11.7597853989399	2	"chr3:11051142-76847028"	65795887
"TCGA-67-3773-01"	"TCGA-LUAD"	0.7	11.8382320895218	2	"chr3:2170634-197812401"	195641768
"TCGA-NJ-A7XG-01"	"TCGA-LUAD"	0.62	11.692780392495	3	"chr3:45773256-53570767"	7797512
"TCGA-91-6848-01"	"TCGA-LUAD"	0.31	11.5790218829604	3	"chr3:22322452-59705846"	37383395
"TCGA-55-6986-01"	"TCGA-LUAD"	0.4	12.089524918962	2	"chr3:35930319-72179565"	36249247
"TCGA-86-6851-01"	"TCGA-LUAD"	0.32	11.83143622112	2	"chr3:2170634-74910357"	72739724
"TCGA-73-4677-01"	"TCGA-LUAD"	0.47	11.8400216456956	3	"chr3:2170634-197812401"	195641768
"TCGA-78-7540-01"	"TCGA-LUAD"	0.59	12.0724122192868	2	"chr3:2170634-151329707"	149159074
"TCGA-97-8179-01"	"TCGA-LUAD"	0.48	12.0508100294593	2	"chr3:2170634-197812401"	195641768
"TCGA-44-6775-01"	"TCGA-LUAD"	0.27	9.61588188359371	3	"chr3:42938349-54577295"	11638947
"TCGA-MP-A4T8-01"	"TCGA-LUAD"	0.59	11.7209043121356	2	"chr3:45520713-53297020"	7776308
"TCGA-NJ-A55R-01"	"TCGA-LUAD"	0.23	11.8506062953248	3	"chr3:2170634-88412463"	86241830
"TCGA-53-A4EZ-01"	"TCGA-LUAD"	0.47	11.53728052036	2	"chr3:28886098-55234448"	26348351
"TCGA-55-6970-01"	"TCGA-LUAD"	0.56	11.4502954496438	1	"chr3:51627441-97149991"	45522551
"TCGA-86-8359-01"	"TCGA-LUAD"	0.44	11.5605435120188	2	"chr3:42228696-52492820"	10264125
"TCGA-99-8032-01"	"TCGA-LUAD"	0.31	11.6767545052781	4	"chr3:51699919-76932608"	25232690
"TCGA-50-7109-01"	"TCGA-LUAD"	0.44	11.5721670288533	2	"chr3:47488515-66394191"	18905677
"TCGA-44-7667-01"	"TCGA-LUAD"	0.37	12.5517645829325	5	"chr3:26818123-55510353"	28692231
"TCGA-NJ-A4YG-01"	"TCGA-LUAD"	0.32	11.7034896776175	2	"chr3:2170634-197812401"	195641768
"TCGA-55-8302-01"	"TCGA-LUAD"	0.46	12.4002943512752	2	"chr3:2170634-81324687"	79154054
"TCGA-64-1679-01"	"TCGA-LUAD"	0.26	11.9945758385158	2	"chr3:48676234-61610888"	12934655
"TCGA-17-Z017-01"	"TCGA-LUAD"	NA	NA	NA	NA	NA
"TCGA-38-7271-01"	"TCGA-LUAD"	0.26	11.8339548766878	2	"chr3:46910770-53423282"	6512513
"TCGA-50-6595-01"	"TCGA-LUAD"	0.22	11.5695201304346	2	"chr3:2170634-67174593"	65003960
"TCGA-55-6968-01"	"TCGA-LUAD"	0.65	11.4115474393601	1	"chr3:31790038-59677052"	27887015
"TCGA-44-8120-01"	"TCGA-LUAD"	0.54	12.5000960236261	2	"chr3:49123571-197812401"	148688831
"TCGA-99-8025-01"	"TCGA-LUAD"	0.43	11.818040017214	4	"chr3:2170634-61791891"	59621258
"TCGA-50-6594-01"	"TCGA-LUAD"	0.6	11.2118750738495	2	"chr3:45925884-53617389"	7691506
"TCGA-44-A479-01"	"TCGA-LUAD"	0.36	11.1742867968235	1	"chr3:2170634-81097236"	78926603
"TCGA-86-8076-01"	"TCGA-LUAD"	0.24	11.6585242148353	2	"chr3:8428760-197812401"	189383642
"TCGA-MP-A4TF-01"	"TCGA-LUAD"	0.29	11.1669383125536	2	"chr3:2170634-94037888"	91867255
"TCGA-78-7161-01"	"TCGA-LUAD"	0.75	11.9167815304162	3	"chr3:23520326-62540934"	39020609
"TCGA-38-4632-01"	"TCGA-LUAD"	0.37	12.0452888029514	4	"chr3:2170634-62421759"	60251126
"TCGA-17-Z028-01"	"TCGA-LUAD"	NA	NA	NA	NA	NA
"TCGA-95-8039-01"	"TCGA-LUAD"	0.47	11.447126720012	1	"chr3:9960716-70745478"	60784763
"TCGA-86-8075-01"	"TCGA-LUAD"	0.3	11.8453339401141	3	"chr3:2170634-96222279"	94051646
"TCGA-44-6147-01"	"TCGA-LUAD"	0.47	8.66402593019519	NA	"chr3:7001021-56445958"	49444938
"TCGA-69-7760-01"	"TCGA-LUAD"	0.65	12.0678830809334	4	"chr3:9448625-55508149"	46059525
"TCGA-44-6148-01"	"TCGA-LUAD"	0.3	11.6039786236911	2	"chr3:2170634-197812401"	195641768
"TCGA-64-1677-01"	"TCGA-LUAD"	0.32	11.7932099787303	3	"chr3:41220938-76507801"	35286864
"TCGA-NJ-A55O-01"	"TCGA-LUAD"	NA	11.5341561045583	NA	"chr3:2170634-197812401"	195641768
"TCGA-05-5420-01"	"TCGA-LUAD"	0.25	10.8730978890753	1	"chr3:6543781-81223081"	74679301
"TCGA-17-Z026-01"	"TCGA-LUAD"	NA	NA	NA	NA	NA
"TCGA-97-8174-01"	"TCGA-LUAD"	0.3	11.691386562379	3	"chr3:2170634-197812401"	195641768
"TCGA-MP-A4SY-01"	"TCGA-LUAD"	0.35	11.9605671166507	2	"chr3:47176957-53684169"	6507213
"TCGA-55-6971-01"	"TCGA-LUAD"	0.23	11.8037251515175	4	"chr3:33223422-98327408"	65103987
"TCGA-55-8621-01"	"TCGA-LUAD"	0.2	11.7635153622965	2	"chr3:36651269-189315776"	152664508
"TCGA-86-A456-01"	"TCGA-LUAD"	0.36	12.033290649789	2	"chr3:14162709-61454524"	47291816
"TCGA-55-7573-01"	"TCGA-LUAD"	0.33	11.4251710684422	2	"chr3:37601240-53818680"	16217441
"TCGA-MP-A5C7-01"	"TCGA-LUAD"	0.87	12.1910668602368	2	"chr3:35431414-75153396"	39721983
"TCGA-MP-A4TJ-01"	"TCGA-LUAD"	NA	11.5795161339579	NA	"chr3:3484244-127096502"	123612259
"TCGA-64-5778-01"	"TCGA-LUAD"	0.59	11.9322182614358	2	"chr3:2170634-142100008"	139929375
"TCGA-55-7726-01"	"TCGA-LUAD"	0.26	11.4760993450579	3	"chr3:2170634-90401331"	88230698
"TCGA-62-8397-01"	"TCGA-LUAD"	0.69	11.8141401834309	3	"chr3:44232165-56096486"	11864322
"TCGA-L9-A8F4-01"	"TCGA-LUAD"	0.32	11.9974673100108	3	"chr3:18449847-55307452"	36857606
"TCGA-75-5126-01"	"TCGA-LUAD"	0.24	11.414436387916	2	"chr3:45885077-59715704"	13830628
"TCGA-17-Z041-01"	"TCGA-LUAD"	NA	NA	NA	NA	NA
"TCGA-91-6828-01"	"TCGA-LUAD"	0.37	12.0784192026732	5	"chr3:38396477-54409153"	16012677
"TCGA-91-6849-01"	"TCGA-LUAD"	0.62	11.8360809283129	2	"chr3:2170634-197812401"	195641768
"TCGA-55-8205-01"	"TCGA-LUAD"	0.22	11.6806874821074	3	"chr3:31832356-53651027"	21818672
"TCGA-99-8033-01"	"TCGA-LUAD"	0.29	11.3239381192358	2	"chr3:2170634-67111680"	64941047
"TCGA-55-8510-01"	"TCGA-LUAD"	0.28	11.9318766645234	2	"chr3:2248114-90230647"	87982534
"TCGA-44-A47B-01"	"TCGA-LUAD"	0.5	11.7742517805308	4	"chr3:2170634-76707171"	74536538
"TCGA-99-7458-01"	"TCGA-LUAD"	0.36	11.5344379602192	2	"chr3:2170634-107945405"	105774772
"TCGA-49-AAQV-01"	"TCGA-LUAD"	0.25	11.6617451640874	1	"chr3:2170634-71138970"	68968337
"TCGA-99-8028-01"	"TCGA-LUAD"	0.18	11.8801521159698	3	"chr3:48810989-99534601"	50723613
"TCGA-91-6847-01"	"TCGA-LUAD"	0.85	11.529263164722	3	"chr3:50649521-57404160"	6754640
"TCGA-MP-A4TA-01"	"TCGA-LUAD"	0.33	11.4578790336531	1	"chr3:40003609-90453712"	50450104
"TCGA-49-AARN-01"	"TCGA-LUAD"	0.43	11.9760413519899	2	"chr3:24747413-59705846"	34958434
"TCGA-50-5049-01"	"TCGA-LUAD"	0.26	11.4372062572255	1	"chr3:5419128-66693913"	61274786
"TCGA-55-5899-01"	"TCGA-LUAD"	0.67	11.5900492648663	2	"chr3:45459135-58841449"	13382315
"TCGA-MP-A4TC-01"	"TCGA-LUAD"	0.45	12.0248665723949	1	"chr3:32008698-112101513"	80092816
"TCGA-49-AARQ-01"	"TCGA-LUAD"	0.52	12.4079209838375	4	"chr3:9312612-67532830"	58220219
"TCGA-05-4384-01"	"TCGA-LUAD"	0.49	11.9942026824798	2	"chr3:2170634-197812401"	195641768
"TCGA-75-6205-01"	"TCGA-LUAD"	0.27	11.8162275988475	2	"chr3:2170634-90315775"	88145142
"TCGA-55-8203-01"	"TCGA-LUAD"	0.38	11.8397102433753	4	"chr3:7967006-73642505"	65675500
"TCGA-50-6591-01"	"TCGA-LUAD"	0.9	12.0417096708768	3	"chr3:47014363-53673835"	6659473
"TCGA-44-7670-01"	"TCGA-LUAD"	0.5	11.9494476460313	3	"chr3:44209679-54311149"	10101471
