"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"
"TCGA-AB-2885-03"	"TCGA-LAML"	0.86	10.9554249437722	TRUE	1	"chr3:45178788-61073759"	15894972	"altered"	"copynumber"
"TCGA-AB-2805-03"	"TCGA-LAML"	0.36	11.0117514401897	TRUE	2	"chr3:30151432-197812401"	167660970	"unaltered"	"unaltered"
"TCGA-AB-2859-03"	"TCGA-LAML"	0.5	11.5359145082568	FALSE	2	"chr3:2170634-64652147"	62481514	"unaltered"	"unaltered"
"TCGA-AB-2938-03"	"TCGA-LAML"	0.59	12.0662518300129	FALSE	2	"chr3:2170634-173012904"	170842271	"unaltered"	"unaltered"
"TCGA-OR-A5JQ-01"	"TCGA-ACC"	0.77	12.5044070824895	FALSE	2	"chr3:52287296-82862860"	30575565	"unaltered"	"unaltered"
"TCGA-OR-A5KP-01"	"TCGA-ACC"	0.69	NA	FALSE	2	"chr3:24950202-117224163"	92273962	"unaltered"	"unaltered"
"TCGA-OR-A5KQ-01"	"TCGA-ACC"	0.8	NA	FALSE	2	"chr3:2170634-73836978"	71666345	"unaltered"	"unaltered"
"TCGA-OR-A5J9-01"	"TCGA-ACC"	0.84	11.9470040765468	FALSE	2	"chr3:27958607-73746927"	45788321	"unaltered"	"unaltered"
"TCGA-OR-A5L3-01"	"TCGA-ACC"	0.81	12.7502093550193	FALSE	2	"chr3:2170634-75130612"	72959979	"unaltered"	"unaltered"
"TCGA-OR-A5KO-01"	"TCGA-ACC"	0.96	11.5837620256455	TRUE	1	"chr3:44854555-53164998"	8310444	"altered"	"copynumber"
"TCGA-MJ-A68H-01"	"TCGA-SARC"	0.84	12.9094215123207	FALSE	5	"chr3:50859955-58755377"	7895423	"unaltered"	"unaltered"
"TCGA-3B-A9HQ-01"	"TCGA-SARC"	0.78	12.8264706902907	FALSE	2	"chr3:8100035-95776201"	87676167	"unaltered"	"unaltered"
"TCGA-DX-A1L0-01"	"TCGA-SARC"	0.81	11.9624565710418	TRUE	2	"chr3:51209889-53914071"	2704183	"unaltered"	"unaltered"
"TCGA-X6-A7WA-01"	"TCGA-SARC"	0.81	12.2223302194866	FALSE	2	"chr3:2170634-80237974"	78067341	"unaltered"	"unaltered"
"TCGA-MO-A47R-01"	"TCGA-SARC"	0.93	11.8793666939842	TRUE	2	"chr3:24187084-56250277"	32063194	"unaltered"	"unaltered"
"TCGA-DX-AB30-01"	"TCGA-SARC"	0.95	12.7481896005597	FALSE	2	"chr3:46658975-53200886"	6541912	"unaltered"	"unaltered"
"TCGA-IE-A6BZ-01"	"TCGA-SARC"	0.9	12.2047651613751	FALSE	2	"chr3:50849552-54774147"	3924596	"unaltered"	"unaltered"
"TCGA-X6-A7WB-01"	"TCGA-SARC"	0.96	12.5820034464461	FALSE	2	"chr3:51561605-53618148"	2056544	"unaltered"	"unaltered"
"TCGA-DX-A3U5-01"	"TCGA-SARC"	0.62	12.3755218256606	FALSE	2	"chr3:11619806-61129447"	49509642	"unaltered"	"unaltered"
"TCGA-UE-A6QT-01"	"TCGA-SARC"	0.24	12.0892368954488	FALSE	2	"chr3:36274465-69794820"	33520356	"unaltered"	"unaltered"
"TCGA-N1-A6IA-01"	"TCGA-SARC"	0.67	11.8209927373581	TRUE	2	"chr3:47739637-59485151"	11745515	"unaltered"	"unaltered"
"TCGA-DX-A3M2-01"	"TCGA-SARC"	0.24	11.9432881824854	TRUE	2	"chr3:46352479-54254239"	7901761	"unaltered"	"unaltered"
"TCGA-DX-AB2Z-01"	"TCGA-SARC"	0.28	13.2154674657957	FALSE	4	"chr3:43646274-59656619"	16010346	"unaltered"	"unaltered"
"TCGA-QC-A6FX-01"	"TCGA-SARC"	0.7	12.5633330757675	FALSE	2	"chr3:49375364-53734683"	4359320	"unaltered"	"unaltered"
"TCGA-3B-A9HU-01"	"TCGA-SARC"	0.63	12.3157777942688	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-DX-A7ES-01"	"TCGA-SARC"	0.3	12.0732989618832	FALSE	2	"chr3:22323139-76106018"	53782880	"unaltered"	"unaltered"
"TCGA-MO-A47P-01"	"TCGA-SARC"	0.5	12.1343145954072	FALSE	2	"chr3:14459236-167950827"	153491592	"unaltered"	"unaltered"
"TCGA-DX-A48R-01"	"TCGA-SARC"	0.97	12.7660414020563	FALSE	2	"chr3:41622111-53298676"	11676566	"unaltered"	"unaltered"
"TCGA-3B-A9I1-01"	"TCGA-SARC"	0.96	12.2095672173434	FALSE	4	"chr3:44399449-55767060"	11367612	"unaltered"	"unaltered"
"TCGA-3B-A9I3-01"	"TCGA-SARC"	0.4	12.1283436850888	FALSE	1	"chr3:2170634-76965523"	74794890	"altered"	"copynumber"
"TCGA-WK-A8Y0-01"	"TCGA-SARC"	0.61	12.7929315731048	FALSE	4	"chr3:51747207-63167231"	11420025	"unaltered"	"unaltered"
"TCGA-X6-A8C7-01"	"TCGA-SARC"	0.97	11.5222599052404	TRUE	1	"chr3:38310645-72233071"	33922427	"altered"	"copynumber"
"TCGA-X9-A971-01"	"TCGA-SARC"	0.93	12.5628570423548	FALSE	2	"chr3:50937470-53420249"	2482780	"unaltered"	"unaltered"
"TCGA-X6-A8C4-01"	"TCGA-SARC"	0.92	11.9877473270576	TRUE	3	"chr3:41722703-54139541"	12416839	"unaltered"	"unaltered"
"TCGA-X6-A7W8-01"	"TCGA-SARC"	0.67	13.7436149432235	FALSE	4	"chr3:49497979-52790411"	3292433	"unaltered"	"unaltered"
"TCGA-KF-A41W-01"	"TCGA-SARC"	0.58	12.4066170040238	FALSE	3	"chr3:37621376-54226655"	16605280	"unaltered"	"unaltered"
"TCGA-JV-A5VF-01"	"TCGA-SARC"	0.81	12.0984864175226	FALSE	2	"chr3:11261247-57661457"	46400211	"unaltered"	"unaltered"
"TCGA-DX-A48L-01"	"TCGA-SARC"	0.92	12.4642159060292	FALSE	2	"chr3:47056937-53525438"	6468502	"unaltered"	"unaltered"
"TCGA-Z4-A8JB-01"	"TCGA-SARC"	0.51	12.1573237660016	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-MB-A5Y9-01"	"TCGA-SARC"	0.21	12.0466420371219	TRUE	2	"chr3:2170634-59081241"	56910608	"unaltered"	"unaltered"
"TCGA-DX-A3LU-01"	"TCGA-SARC"	0.42	12.0293408995021	TRUE	2	"chr3:2170634-72518887"	70348254	"unaltered"	"unaltered"
"TCGA-DX-A8BL-01"	"TCGA-SARC"	0.57	11.9867351497419	TRUE	2	"chr3:51277865-54234178"	2956314	"unaltered"	"unaltered"
"TCGA-DX-A1KU-01"	"TCGA-SARC"	0.45	11.9799263411497	TRUE	3	"chr3:2170634-75315279"	73144646	"unaltered"	"unaltered"
"TCGA-KD-A5QS-01"	"TCGA-SARC"	0.81	12.4256145177702	FALSE	2	"chr3:41817373-58744806"	16927434	"unaltered"	"unaltered"
"TCGA-3B-A9HO-01"	"TCGA-SARC"	0.31	12.4177692791418	FALSE	4	"chr3:50563014-91462299"	40899286	"unaltered"	"unaltered"
"TCGA-CW-5584-01"	"TCGA-KIRC"	0.55	11.8492020775309	FALSE	1	"chr3:2170634-88689021"	86518388	"altered"	"copynumber"
"TCGA-DV-5566-01"	"TCGA-KIRC"	0.6	11.7400480406883	FALSE	1	"chr3:2170634-86397586"	84226953	"altered"	"copynumber"
"TCGA-BP-5195-01"	"TCGA-KIRC"	0.47	11.8309511908019	FALSE	1	"chr3:4662952-131162565"	126499614	"altered"	"copynumber"
"TCGA-AK-3455-01"	"TCGA-KIRC"	0.56	11.4785691514524	TRUE	1	"chr3:3059840-80327894"	77268055	"altered"	"copynumber"
"TCGA-B0-4700-01"	"TCGA-KIRC"	0.66	11.7604519505759	FALSE	2	"chr3:2946649-65338856"	62392208	"unaltered"	"unaltered"
"TCGA-BP-4973-01"	"TCGA-KIRC"	0.64	11.5128275700104	TRUE	1	"chr3:2170634-61825333"	59654700	"altered"	"copynumber"
"TCGA-B4-5836-01"	"TCGA-KIRC"	0.47	11.4683866959689	TRUE	1	"chr3:2170634-80234474"	78063841	"altered"	"copynumber"
"TCGA-B0-5695-01"	"TCGA-KIRC"	0.78	11.7427777427856	FALSE	1	"chr3:46713488-52545164"	5831677	"altered"	"copynumber"
"TCGA-BP-4989-01"	"TCGA-KIRC"	0.46	11.6523607011027	FALSE	1	"chr3:44869201-52958843"	8089643	"altered"	"copynumber"
"TCGA-CZ-5984-01"	"TCGA-KIRC"	0.52	11.0975724186472	TRUE	1	"chr3:48698125-68993691"	20295567	"altered"	"copynumber"
"TCGA-A3-3382-01"	"TCGA-KIRC"	0.63	11.6011456252022	FALSE	2	"chr3:21739803-124447128"	102707326	"unaltered"	"unaltered"
"TCGA-DV-5574-01"	"TCGA-KIRC"	NA	11.7271412761584	FALSE	2	"chr3:2170634-94359958"	92189325	"unaltered"	"unaltered"
"TCGA-CJ-4900-01"	"TCGA-KIRC"	0.47	11.2391765198862	TRUE	1	"chr3:2170634-94018736"	91848103	"altered"	"copynumber"
"TCGA-CZ-5985-01"	"TCGA-KIRC"	0.62	10.3346268473788	TRUE	1	"chr3:17193710-122911215"	105717506	"altered"	"mutation+copynumber"
"TCGA-BP-4991-01"	"TCGA-KIRC"	0.64	11.7193405433183	FALSE	1	"chr3:37451015-54585978"	17134964	"altered"	"copynumber"
"TCGA-CJ-4908-01"	"TCGA-KIRC"	0.46	11.9355599404335	FALSE	1	"chr3:14816266-81479432"	66663167	"altered"	"copynumber"
"TCGA-BP-4972-01"	"TCGA-KIRC"	0.68	11.6213893334597	FALSE	1	"chr3:2170634-67341555"	65170922	"altered"	"copynumber"
"TCGA-CZ-5469-01"	"TCGA-KIRC"	0.68	12.1505701104854	FALSE	4	"chr3:47273617-53858614"	6584998	"altered"	"mutation"
"TCGA-A3-A8OV-01"	"TCGA-KIRC"	0.76	11.6621734905261	FALSE	1	"chr3:10483278-137848283"	127365006	"altered"	"copynumber"
"TCGA-BP-4177-01"	"TCGA-KIRC"	0.64	11.7977545193781	FALSE	2	"chr3:35152484-152007165"	116854682	"unaltered"	"unaltered"
"TCGA-BP-5184-01"	"TCGA-KIRC"	0.56	11.8224291273691	FALSE	1	"chr3:2170634-86682018"	84511385	"altered"	"copynumber"
"TCGA-CZ-5989-01"	"TCGA-KIRC"	0.47	9.20491493039087	TRUE	1	"chr3:2170634-118292004"	116121371	"altered"	"copynumber"
"TCGA-B0-5109-01"	"TCGA-KIRC"	0.26	11.8694951249396	FALSE	2	"chr3:46434857-53673835"	7238979	"unaltered"	"unaltered"
"TCGA-B8-5552-01"	"TCGA-KIRC"	0.39	11.8780703963925	FALSE	1	"chr3:2170634-61600507"	59429874	"altered"	"copynumber"
"TCGA-B0-5402-01"	"TCGA-KIRC"	0.44	11.6667797568087	FALSE	2	"chr3:2170634-91390926"	89220293	"unaltered"	"unaltered"
"TCGA-CZ-4866-01"	"TCGA-KIRC"	0.55	11.5099000258516	TRUE	2	"chr3:2170634-61349375"	59178742	"altered"	"mutation"
"TCGA-CJ-4882-01"	"TCGA-KIRC"	0.3	12.030348476889	FALSE	1	"chr3:48677880-91390926"	42713047	"altered"	"copynumber"
"TCGA-AK-3440-01"	"TCGA-KIRC"	0.91	13.5085877980308	FALSE	2	"chr3:19277132-65591549"	46314418	"unaltered"	"unaltered"
"TCGA-BP-5191-01"	"TCGA-KIRC"	0.35	11.1698384880434	TRUE	1	"chr3:41775883-82259589"	40483707	"altered"	"copynumber"
"TCGA-B2-4102-01"	"TCGA-KIRC"	0.49	11.56692922527	TRUE	1	"chr3:2170634-61054503"	58883870	"altered"	"copynumber"
"TCGA-B0-5690-01"	"TCGA-KIRC"	0.52	12.152673684784	FALSE	1	"chr3:32458325-70113628"	37655304	"altered"	"copynumber"
"TCGA-BP-5181-01"	"TCGA-KIRC"	0.68	11.636211224966	FALSE	1	"chr3:2170634-90436812"	88266179	"altered"	"copynumber"
"TCGA-CZ-5465-01"	"TCGA-KIRC"	0.63	11.4917997765018	TRUE	3	"chr3:2170634-66476307"	64305674	"unaltered"	"unaltered"
"TCGA-B0-5712-01"	"TCGA-KIRC"	0.72	12.0309119057897	FALSE	2	"chr3:35248494-77758726"	42510233	"unaltered"	"unaltered"
"TCGA-B2-5633-01"	"TCGA-KIRC"	0.55	10.4231277552084	TRUE	1	"chr3:44907098-57169084"	12261987	"altered"	"copynumber"
"TCGA-BP-4995-01"	"TCGA-KIRC"	0.7	12.3797986230542	FALSE	1	"chr3:29639070-68820800"	39181731	"altered"	"copynumber"
"TCGA-BP-5169-01"	"TCGA-KIRC"	0.45	11.8826798609859	FALSE	2	"chr3:2170634-76005193"	73834560	"unaltered"	"unaltered"
"TCGA-CZ-5454-01"	"TCGA-KIRC"	0.75	11.4600653093759	TRUE	1	"chr3:12865857-62659016"	49793160	"altered"	"copynumber"
"TCGA-B0-5116-01"	"TCGA-KIRC"	0.5	11.8451418328643	FALSE	2	"chr3:47243937-115117023"	67873087	"unaltered"	"unaltered"
"TCGA-CZ-5463-01"	"TCGA-KIRC"	0.73	11.430136580974	TRUE	1	"chr3:2170634-197812401"	195641768	"altered"	"copynumber"
"TCGA-BP-5185-01"	"TCGA-KIRC"	0.73	11.8635043162749	FALSE	2	"chr3:43949605-81456949"	37507345	"unaltered"	"unaltered"
"TCGA-DV-A4W0-01"	"TCGA-KIRC"	0.57	10.9710123345742	TRUE	1	"chr3:2170634-81810877"	79640244	"altered"	"mutation+copynumber"
"TCGA-B0-5705-01"	"TCGA-KIRC"	0.67	11.8075473237536	FALSE	1	"chr3:45599801-53514902"	7915102	"altered"	"copynumber"
"TCGA-B8-A7U6-01"	"TCGA-KIRC"	0.5	11.951367604009	FALSE	1	"chr3:2170634-64844680"	62674047	"altered"	"copynumber"
"TCGA-B8-5546-01"	"TCGA-KIRC"	0.86	12.5748706334389	FALSE	2	"chr3:2170634-189378176"	187207543	"unaltered"	"unaltered"
"TCGA-CZ-5470-01"	"TCGA-KIRC"	0.53	11.3278535562128	TRUE	1	"chr3:32104619-53557143"	21452525	"altered"	"mutation+copynumber"
"TCGA-BP-5196-01"	"TCGA-KIRC"	0.41	10.9686379853685	TRUE	2	"chr3:2170634-74611611"	72440978	"altered"	"mutation"
"TCGA-BP-5007-01"	"TCGA-KIRC"	0.76	11.6607944141213	FALSE	1	"chr3:42640008-63168094"	20528087	"altered"	"copynumber"
"TCGA-B0-5699-01"	"TCGA-KIRC"	0.74	11.8969104844437	FALSE	1	"chr3:52104884-74769544"	22664661	"altered"	"mutation+copynumber"
"TCGA-B4-5843-01"	"TCGA-KIRC"	0.74	11.3998210698751	TRUE	1	"chr3:2170634-81610932"	79440299	"altered"	"copynumber"
"TCGA-A3-3316-01"	"TCGA-KIRC"	0.29	11.5782209468967	FALSE	2	"chr3:38808189-63615607"	24807419	"unaltered"	"unaltered"
"TCGA-B8-A54I-01"	"TCGA-KIRC"	0.34	11.4495698968263	TRUE	1	"chr3:19204504-83962934"	64758431	"altered"	"copynumber"
"TCGA-BP-4960-01"	"TCGA-KIRC"	0.28	12.0055359008783	FALSE	3	"chr3:39776466-61344418"	21567953	"unaltered"	"unaltered"
"TCGA-CW-6097-01"	"TCGA-KIRC"	0.5	11.0067386180512	TRUE	1	"chr3:2176691-84480672"	82303982	"altered"	"copynumber"
"TCGA-MM-A563-01"	"TCGA-KIRC"	0.64	11.8511003638116	FALSE	1	"chr3:13543813-82806586"	69262774	"altered"	"copynumber"
"TCGA-AK-3427-01"	"TCGA-KIRC"	0.85	13.3653022158983	FALSE	2	"chr3:42488451-53019618"	10531168	"unaltered"	"unaltered"
"TCGA-CZ-4859-01"	"TCGA-KIRC"	0.93	11.2898789273211	TRUE	1	"chr3:10304379-91462299"	81157921	"altered"	"copynumber"
"TCGA-A3-3308-01"	"TCGA-KIRC"	0.38	11.7604163590586	FALSE	1	"chr3:2170634-53725362"	51554729	"altered"	"mutation+copynumber"
"TCGA-CZ-5456-01"	"TCGA-KIRC"	0.43	11.8030352198019	FALSE	2	"chr3:28443323-56321023"	27877701	"unaltered"	"unaltered"
"TCGA-BP-5004-01"	"TCGA-KIRC"	0.54	11.6514460433309	FALSE	1	"chr3:2170634-85948292"	83777659	"altered"	"copynumber"
"TCGA-B0-4945-01"	"TCGA-KIRC"	0.43	11.7235654136865	FALSE	1	"chr3:45127637-94015345"	48887709	"altered"	"copynumber"
"TCGA-BP-5168-01"	"TCGA-KIRC"	0.6	11.7974383320825	FALSE	1	"chr3:2170634-109603872"	107433239	"altered"	"copynumber"
"TCGA-CZ-5460-01"	"TCGA-KIRC"	0.66	11.795712924833	FALSE	1	"chr3:2170634-80865258"	78694625	"altered"	"copynumber"
"TCGA-CJ-4903-01"	"TCGA-KIRC"	0.68	11.5293614378597	TRUE	1	"chr3:21692742-139785847"	118093106	"altered"	"copynumber"
"TCGA-B0-5096-01"	"TCGA-KIRC"	0.43	11.571077399564	TRUE	1	"chr3:35740270-72540862"	36800593	"altered"	"mutation+copynumber"
"TCGA-AK-3465-01"	"TCGA-KIRC"	0.64	12.9317996703039	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A3-3378-01"	"TCGA-KIRC"	0.39	11.443624770716	TRUE	1	"chr3:47803927-94018736"	46214810	"altered"	"copynumber"
"TCGA-CJ-6028-01"	"TCGA-KIRC"	0.29	11.2381022643516	TRUE	1	"chr3:2170634-84484749"	82314116	"altered"	"copynumber"
"TCGA-BP-5010-01"	"TCGA-KIRC"	0.42	12.0216198129029	FALSE	1	"chr3:2170634-90453712"	88283079	"altered"	"copynumber"
"TCGA-BP-4976-01"	"TCGA-KIRC"	0.67	12.4099372064501	FALSE	2	"chr3:34048814-82151318"	48102505	"unaltered"	"unaltered"
"TCGA-CZ-5462-01"	"TCGA-KIRC"	0.44	11.3620797048568	TRUE	1	"chr3:36551979-144258769"	107706791	"altered"	"copynumber"
"TCGA-AK-3447-01"	"TCGA-KIRC"	0.87	12.7413771652457	FALSE	2	"chr3:42219339-53987517"	11768179	"unaltered"	"unaltered"
"TCGA-B0-5692-01"	"TCGA-KIRC"	0.6	11.7095122756074	FALSE	1	"chr3:2170634-90345433"	88174800	"altered"	"copynumber"
"TCGA-B0-5102-01"	"TCGA-KIRC"	0.63	11.867359457656	FALSE	2	"chr3:2170634-84312040"	82141407	"unaltered"	"unaltered"
"TCGA-B0-4823-01"	"TCGA-KIRC"	0.56	11.7179702805824	FALSE	1	"chr3:2170634-82734210"	80563577	"altered"	"copynumber"
"TCGA-A3-A6NI-01"	"TCGA-KIRC"	0.66	11.918735077253	FALSE	2	"chr3:34539179-63581678"	29042500	"unaltered"	"unaltered"
"TCGA-BP-5009-01"	"TCGA-KIRC"	0.38	11.571310292785	FALSE	1	"chr3:36116086-56992816"	20876731	"altered"	"copynumber"
"TCGA-B0-5698-01"	"TCGA-KIRC"	0.71	11.6497081080926	FALSE	1	"chr3:2170634-74764050"	72593417	"altered"	"copynumber"
"TCGA-3Z-A93Z-01"	"TCGA-KIRC"	0.42	11.8436415106851	FALSE	1	"chr3:2170634-135582631"	133411998	"altered"	"copynumber"
"TCGA-A3-3322-01"	"TCGA-KIRC"	0.73	11.5904710796915	FALSE	1	"chr3:6338105-71694655"	65356551	"altered"	"copynumber"
"TCGA-DV-A4VX-01"	"TCGA-KIRC"	0.72	11.6391326684575	FALSE	1	"chr3:46907698-52786995"	5879298	"altered"	"copynumber"
"TCGA-BP-5183-01"	"TCGA-KIRC"	0.67	11.5894276468484	FALSE	1	"chr3:31785854-89992521"	58206668	"altered"	"copynumber"
"TCGA-CJ-4902-01"	"TCGA-KIRC"	0.4	11.848276869753	FALSE	1	"chr3:18185257-55536924"	37351668	"altered"	"copynumber"
"TCGA-BP-5190-01"	"TCGA-KIRC"	0.61	11.3961177284738	TRUE	1	"chr3:11607875-79551021"	67943147	"altered"	"copynumber"
"TCGA-DV-5565-01"	"TCGA-KIRC"	0.7	12.1055976126868	FALSE	1	"chr3:2170634-140879240"	138708607	"altered"	"copynumber"
"TCGA-BP-4982-01"	"TCGA-KIRC"	0.46	11.6986819990192	FALSE	1	"chr3:2170634-70461619"	68290986	"altered"	"copynumber"
"TCGA-CZ-5458-01"	"TCGA-KIRC"	0.5	11.7757222340506	FALSE	1	"chr3:25336217-109507766"	84171550	"altered"	"copynumber"
"TCGA-BP-4975-01"	"TCGA-KIRC"	0.73	11.5305888228436	TRUE	1	"chr3:31405664-109792258"	78386595	"altered"	"copynumber"
"TCGA-AK-3443-01"	"TCGA-KIRC"	0.94	13.0227494272644	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-EU-5904-01"	"TCGA-KIRC"	0.59	11.6520034165372	FALSE	1	"chr3:45399229-54387272"	8988044	"altered"	"copynumber"
"TCGA-CW-6093-01"	"TCGA-KIRC"	0.56	11.9354148887714	FALSE	1	"chr3:6932340-61251724"	54319385	"altered"	"copynumber"
"TCGA-B0-5120-01"	"TCGA-KIRC"	0.5	11.836280724708	FALSE	1	"chr3:2170634-65286364"	63115731	"altered"	"copynumber"
"TCGA-BP-4962-01"	"TCGA-KIRC"	0.47	12.0088469113067	FALSE	1	"chr3:8737866-89337324"	80599459	"altered"	"mutation+copynumber"
"TCGA-BP-5000-01"	"TCGA-KIRC"	0.38	11.7578427626047	FALSE	1	"chr3:22441277-81888934"	59447658	"altered"	"copynumber"
"TCGA-B0-4827-01"	"TCGA-KIRC"	0.39	10.6857324338034	TRUE	1	"chr3:28499828-90436812"	61936985	"altered"	"mutation+copynumber"
"TCGA-MM-A84U-01"	"TCGA-KIRC"	0.54	12.1205850234714	FALSE	1	"chr3:36679531-70656095"	33976565	"altered"	"mutation+copynumber"
"TCGA-B0-5095-01"	"TCGA-KIRC"	0.37	11.5373787478071	TRUE	1	"chr3:47839322-95291460"	47452139	"altered"	"copynumber"
"TCGA-B8-A54K-01"	"TCGA-KIRC"	NA	12.3744171392148	FALSE	NA	"chr3:12593607-133655385"	121061779	NA	NA
"TCGA-DV-5576-01"	"TCGA-KIRC"	0.44	12.4951821832681	FALSE	4	"chr3:2170634-58112717"	55942084	"unaltered"	"unaltered"
"TCGA-A3-3370-01"	"TCGA-KIRC"	0.43	11.7340033721545	FALSE	1	"chr3:11745980-63122875"	51376896	"altered"	"copynumber"
"TCGA-MM-A564-01"	"TCGA-KIRC"	0.6	11.6312768249348	FALSE	1	"chr3:14349620-120970981"	106621362	"altered"	"copynumber"
"TCGA-G6-A8L7-01"	"TCGA-KIRC"	0.49	11.767895255221	FALSE	1	"chr3:15427494-52898992"	37471499	"altered"	"copynumber"
"TCGA-CJ-4901-01"	"TCGA-KIRC"	0.32	11.3908399943807	TRUE	1	"chr3:2170634-91390926"	89220293	"altered"	"copynumber"
"TCGA-BP-5192-01"	"TCGA-KIRC"	0.73	11.7887188795027	FALSE	1	"chr3:50140578-75315279"	25174702	"altered"	"copynumber"
"TCGA-G6-A8L8-01"	"TCGA-KIRC"	0.8	11.5639760770789	TRUE	1	"chr3:2170634-90345433"	88174800	"altered"	"copynumber"
"TCGA-BP-4965-01"	"TCGA-KIRC"	0.55	11.5122386053302	TRUE	1	"chr3:44885118-53673835"	8788718	"altered"	"copynumber"
"TCGA-B8-5164-01"	"TCGA-KIRC"	0.41	11.6233228657608	FALSE	1	"chr3:38688233-76239900"	37551668	"altered"	"copynumber"
"TCGA-BP-4985-01"	"TCGA-KIRC"	0.44	11.688131438843	FALSE	2	"chr3:2170634-66945771"	64775138	"altered"	"mutation"
"TCGA-B8-5551-01"	"TCGA-KIRC"	0.16	12.0079957658915	FALSE	2	"chr3:2170634-90453712"	88283079	"unaltered"	"unaltered"
"TCGA-CJ-5686-01"	"TCGA-KIRC"	0.4	11.4343520690539	TRUE	1	"chr3:2170634-61584870"	59414237	"altered"	"copynumber"
"TCGA-A3-3313-01"	"TCGA-KIRC"	0.74	12.2614017994512	FALSE	2	"chr3:2170634-87337219"	85166586	"unaltered"	"unaltered"
"TCGA-BP-4967-01"	"TCGA-KIRC"	0.74	12.1807721623206	FALSE	2	"chr3:34281484-62208168"	27926685	"unaltered"	"unaltered"
"TCGA-B8-4148-01"	"TCGA-KIRC"	0.55	11.7467227410853	FALSE	1	"chr3:40244607-73758648"	33514042	"altered"	"copynumber"
"TCGA-B0-4842-01"	"TCGA-KIRC"	0.36	11.4441503500553	TRUE	1	"chr3:50377299-90369509"	39992211	"altered"	"copynumber"
"TCGA-B4-5835-01"	"TCGA-KIRC"	0.55	11.4783053427381	TRUE	1	"chr3:46355548-58651597"	12296050	"altered"	"copynumber"
"TCGA-B0-5696-01"	"TCGA-KIRC"	0.56	11.64005038715	FALSE	1	"chr3:2170634-68969083"	66798450	"altered"	"copynumber"
"TCGA-BP-4968-01"	"TCGA-KIRC"	0.64	11.4887714117948	TRUE	1	"chr3:3763243-55425247"	51662005	"altered"	"copynumber"
"TCGA-AK-3444-01"	"TCGA-KIRC"	0.66	NA	FALSE	2	"chr3:44334851-134649792"	90314942	"unaltered"	"unaltered"
"TCGA-CJ-4923-01"	"TCGA-KIRC"	0.33	11.4741807171406	TRUE	1	"chr3:50603881-54627126"	4023246	"altered"	"copynumber"
"TCGA-BP-5175-01"	"TCGA-KIRC"	0.37	11.6023512661072	FALSE	4	"chr3:32042605-59505840"	27463236	"unaltered"	"unaltered"
"TCGA-CJ-4918-01"	"TCGA-KIRC"	0.36	11.9012261648198	FALSE	1	"chr3:2170634-66583571"	64412938	"altered"	"copynumber"
"TCGA-A3-3373-01"	"TCGA-KIRC"	0.57	11.7547923660418	FALSE	1	"chr3:2170634-91462299"	89291666	"altered"	"copynumber"
"TCGA-CW-5581-01"	"TCGA-KIRC"	0.52	11.751377518426	FALSE	1	"chr3:2170634-53703134"	51532501	"altered"	"copynumber"
"TCGA-EU-5907-01"	"TCGA-KIRC"	0.87	11.4636473324463	TRUE	1	"chr3:52340022-55536924"	3196903	"altered"	"copynumber"
"TCGA-CJ-5681-01"	"TCGA-KIRC"	0.84	11.8897193015932	FALSE	1	"chr3:51591066-58106100"	6515035	"altered"	"copynumber"
"TCGA-A3-3326-01"	"TCGA-KIRC"	0.55	11.82623149829	FALSE	1	"chr3:28882391-55893653"	27011263	"altered"	"copynumber"
"TCGA-BP-5186-01"	"TCGA-KIRC"	0.57	11.8454553449011	FALSE	1	"chr3:2170634-61306064"	59135431	"altered"	"copynumber"
"TCGA-BP-5170-01"	"TCGA-KIRC"	0.49	11.6193981884666	FALSE	1	"chr3:51818569-52830464"	1011896	"altered"	"copynumber"
"TCGA-B0-5812-01"	"TCGA-KIRC"	0.48	11.7081820935159	FALSE	1	"chr3:51519373-54454297"	2934925	"altered"	"copynumber"
"TCGA-CZ-4865-01"	"TCGA-KIRC"	0.72	11.5414134911278	TRUE	3	"chr3:49690326-90321148"	40630823	"unaltered"	"unaltered"
"TCGA-CZ-5461-01"	"TCGA-KIRC"	0.4	11.7371529456815	FALSE	3	"chr3:2170634-124504941"	122334308	"unaltered"	"unaltered"
"TCGA-CJ-4907-01"	"TCGA-KIRC"	0.57	11.8745917106082	FALSE	1	"chr3:52349595-55694724"	3345130	"altered"	"copynumber"
"TCGA-B0-5706-01"	"TCGA-KIRC"	NA	11.455862393602	TRUE	1	"chr3:3303589-59652761"	56349173	"altered"	"copynumber"
"TCGA-B0-5098-01"	"TCGA-KIRC"	0.71	11.8841085636033	FALSE	1	"chr3:30962871-76735116"	45772246	"altered"	"copynumber"
"TCGA-G6-A5PC-01"	"TCGA-KIRC"	0.52	10.7462120095852	TRUE	1	"chr3:2170634-63021664"	60851031	"altered"	"mutation+copynumber"
