ensembl_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	description
ENSG00000163382	6472.940675	0.286481074	0.102922029	0.002840474	0.017299552	NAXE	NAD(P)HX epimerase
ENSG00000163389	616.281379	-0.350307229	0.091601689	3.43E-05	0.000528038	POGLUT1	protein O-glucosyltransferase 1
ENSG00000163449	133.5295578	-0.554046633	0.166918017	8.76E-05	0.00111187	TMEM169	transmembrane protein 169
ENSG00000163453	10894.32184	0.431196803	0.14276337	0.000687773	0.005710937	IGFBP7	insulin like growth factor binding protein 7
ENSG00000163464	19.88963568	-1.059094385	0.304667201	8.89E-06	0.000175561	CXCR1	C-X-C motif chemokine receptor 1
ENSG00000163466	7052.478568	0.164355667	0.056895797	0.002990269	0.01808351	ARPC2	actin related protein 2/3 complex subunit 2
ENSG00000163491	54.94787654	-1.206114621	0.24868022	2.85E-08	1.33E-06	NEK10	NIMA related kinase 10
ENSG00000163492	31.30178636	-1.047924154	0.310790794	1.75E-05	0.000306677	CCDC141	coiled-coil domain containing 141
ENSG00000163512	401.2384233	-0.378302123	0.088291553	5.44E-06	0.000121207	AZI2	5-azacytidine induced 2
ENSG00000163517	1527.449125	-0.583398716	0.131068844	6.50E-07	1.90E-05	HDAC11	histone deacetylase 11
ENSG00000163539	1239.951977	-0.286686648	0.077379856	8.85E-05	0.00111916	CLASP2	cytoplasmic linker associated protein 2
ENSG00000163554	46.60793492	-0.260565976	0.417036993	0.009680705	0.043070324	SPTA1	"spectrin alpha, erythrocytic 1"
ENSG00000163558	1036.788939	-0.404032306	0.088291959	8.49E-07	2.40E-05	PRKCI	protein kinase C iota
ENSG00000163576	25.40164608	0.432126098	0.220143883	0.004694582	0.024110931	EFHB	EF-hand domain family member B
ENSG00000163577	356.6250463	-0.56069818	0.264989959	0.000908237	0.007130306	EIF5A2	eukaryotic translation initiation factor 5A2
ENSG00000163590	728.9960141	-0.385643487	0.1573836	0.001714355	0.011638491	PPM1L	"protein phosphatase, Mg2+/Mn2+ dependent 1L"
ENSG00000163602	1649.796068	-0.323478181	0.071244442	2.65E-06	6.25E-05	RYBP	RING1 and YY1 binding protein
ENSG00000163605	2815.121205	-0.399608203	0.080452651	1.48E-07	5.49E-06	PPP4R2	protein phosphatase 4 regulatory subunit 2
ENSG00000163617	181.2278422	-0.24964625	0.10724045	0.006671637	0.032709037	CCDC191	coiled-coil domain containing 191
ENSG00000163625	1329.951237	0.329138887	0.110887367	0.001016711	0.006855856	WDFY3	WD repeat and FYVE domain containing 3
ENSG00000163626	812.8222862	0.399836926	0.081556724	3.93E-07	1.26E-05	COX18	cytochrome c oxidase assembly factor COX18
ENSG00000163634	1722.801213	-0.331222658	0.075678262	3.41E-06	7.79E-05	THOC7	THO complex subunit 7
ENSG00000163635	871.7967341	-0.290571159	0.077839296	7.06E-05	0.000938484	ATXN7	ataxin 7
ENSG00000163636	2316.041599	-0.252567893	0.054315764	1.40E-06	3.68E-05	PSMD6	"proteasome 26S subunit, non-ATPase 6"
ENSG00000163644	601.6052842	0.540489312	0.201324604	0.000181227	0.002213209	PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent 1K"
ENSG00000163655	2242.966543	-0.189006149	0.067806362	0.003235572	0.019086993	GMPS	guanine monophosphate synthase
ENSG00000163659	1402.486187	-0.481128175	0.14316724	0.00012534	0.001475866	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
ENSG00000163660	2421.729371	-0.28512729	0.102108726	0.001773664	0.010340131	CCNL1	cyclin L1
ENSG00000163666	34.18177491	-0.8282508	0.139409358	5.79E-11	6.03E-09	HESX1	HESX homeobox 1
ENSG00000163681	1394.051009	-0.2560781	0.082091334	0.000926019	0.007235866	SLMAP	sarcolemma associated protein
ENSG00000163686	1479.19998	-0.721031948	0.13734883	1.51E-09	9.32E-08	ABHD6	"abhydrolase domain containing 6, acylglycerol lipase"
ENSG00000163689	131.2538342	-0.924786161	0.191960819	3.03E-08	1.39E-06	CFAP20DC	CFAP20 domain containing
ENSG00000163702	1708.060606	-0.266908449	0.102647889	0.004225274	0.023359938	IL17RC	interleukin 17 receptor C
ENSG00000163704	103.3849592	-0.384621154	0.124569585	0.000499523	0.004439874	PRRT3	proline rich transmembrane protein 3
ENSG00000163710	1183.331571	-1.281901866	0.265380863	3.77E-08	1.68E-06	PCOLCE2	procollagen C-endopeptidase enhancer 2
ENSG00000163719	2257.042812	-0.199299941	0.06876581	0.002370222	0.014942925	MTMR14	myotubularin related protein 14
ENSG00000163734	40.00908895	-0.867115972	0.333490584	0.000119748	0.001423368	CXCL3	C-X-C motif chemokine ligand 3
ENSG00000163737	10.489973	-0.877121573	0.534567794	0.001833388	0.012265091	PF4	platelet factor 4
ENSG00000163739	499.2398775	-0.983509552	0.494749445	0.000275621	0.002746538	CXCL1	C-X-C motif chemokine ligand 1
ENSG00000163743	552.7020459	0.190270938	0.075451674	0.008615519	0.039831638	RCHY1	ring finger and CHY zinc finger domain containing 1
ENSG00000163749	56.74839556	-0.872677336	0.234399817	3.01E-06	6.92E-05	CCDC158	coiled-coil domain containing 158
ENSG00000163751	161.6738738	1.647155026	0.384660784	3.65E-07	1.18E-05	CPA3	carboxypeptidase A3
ENSG00000163755	838.5550719	-0.344870423	0.139827982	0.002709568	0.016663951	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
ENSG00000163785	1430.613664	-0.167134052	0.06526445	0.007357864	0.035346195	RYK	receptor like tyrosine kinase
ENSG00000163788	1347.176517	-0.357347393	0.082693451	6.38E-06	0.000132837	SNRK	SNF related kinase
ENSG00000163807	915.4341403	-0.240355261	0.090491216	0.004931217	0.026229456	KIAA1143	KIAA1143
ENSG00000163808	171.7164869	-0.52447907	0.197600605	0.000523659	0.004606342	KIF15	kinesin family member 15
ENSG00000163812	2173.331348	-0.266451769	0.053713565	4.83E-07	1.49E-05	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3
ENSG00000163818	556.0748478	-0.845709196	0.130191139	1.07E-12	1.92E-10	LZTFL1	leucine zipper transcription factor like 1
ENSG00000163820	1995.765266	-0.45321248	0.098934411	1.12E-06	3.03E-05	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
ENSG00000163825	1236.716536	-0.313436318	0.487333869	0.002159679	0.013902865	RTP3	receptor transporter protein 3
ENSG00000163827	407.2353699	-1.412043664	0.211471121	1.28E-13	2.99E-11	LRRC2	leucine rich repeat containing 2
ENSG00000163832	1029.339558	-0.254736547	0.073514329	0.000220112	0.002307119	ELP6	elongator acetyltransferase complex subunit 6
ENSG00000163833	47.05303979	-0.171033721	0.317817991	0.010920648	0.047514678	FBXO40	F-box protein 40
ENSG00000163879	738.5176715	-0.80443976	0.271960343	1.89E-05	0.000365797	DNALI1	dynein axonemal light intermediate chain 1
ENSG00000163884	3633.419977	-0.37052732	0.174071226	0.005001735	0.026521756	KLF15	KLF transcription factor 15
ENSG00000163898	146.6192473	-0.381972028	0.432551189	0.01081227	0.047169144	LIPH	lipase H
ENSG00000163904	1440.586923	-0.193373394	0.06684707	0.002877472	0.017458032	SENP2	SUMO specific peptidase 2
ENSG00000163923	328.9786144	-1.025713691	0.276063559	2.46E-06	5.89E-05	RPL39L	ribosomal protein L39 like
ENSG00000163930	4151.518738	-1.521771811	0.079674514	3.32E-82	7.91E-78	BAP1	BRCA1 associated protein 1
ENSG00000163931	16979.68305	-0.606402806	0.163885182	9.52E-06	0.00018606	TKT	transketolase
ENSG00000163932	1389.551503	-0.528524188	0.107184837	1.32E-07	4.91E-06	PRKCD	protein kinase C delta
ENSG00000163933	785.7928416	-0.25617814	0.065547524	4.40E-05	0.000647105	RFT1	RFT1 homolog
ENSG00000163935	561.443327	-0.893258574	0.082321531	1.71E-28	6.82E-25	SFMBT1	Scm like with four mbt domains 1
ENSG00000163938	2768.790654	-0.427225967	0.084385219	6.75E-08	2.76E-06	GNL3	G protein nucleolar 3
ENSG00000163939	1518.810768	-0.54177988	0.076834192	5.26E-13	9.96E-11	PBRM1	polybromo 1
ENSG00000163945	847.4430567	0.385779922	0.094723283	1.27E-05	0.000234984	UVSSA	UV stimulated scaffold protein A
ENSG00000163956	8104.522129	0.374855953	0.090247812	9.59E-06	0.000186856	LRPAP1	LDL receptor related protein associated protein 1
ENSG00000163958	78.04507922	-1.424256364	0.332957345	2.70E-08	1.27E-06	ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19
ENSG00000163961	667.2309292	-0.41713052	0.070922774	7.45E-10	5.72E-08	RNF168	ring finger protein 168
ENSG00000164002	128.3956879	-0.293289712	0.083381569	0.000132326	0.001524651	EXO5	exonuclease 5
ENSG00000164022	2146.07413	0.251520788	0.079523385	0.000705753	0.005005046	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
ENSG00000164038	1059.273295	-0.304331028	0.155350356	0.008739961	0.040258834	SLC9B2	solute carrier family 9 member B2
ENSG00000164045	189.9703504	-0.847571348	0.162758426	1.17E-08	6.22E-07	CDC25A	cell division cycle 25A
ENSG00000164048	319.1899497	-0.662409553	0.095423738	1.09E-13	2.59E-11	ZNF589	zinc finger protein 589
ENSG00000164050	7144.369217	-0.391661731	0.11335598	0.000152511	0.001734174	PLXNB1	plexin B1
ENSG00000164051	862.1541018	-0.422178046	0.087074436	1.40E-07	5.19E-06	CCDC51	coiled-coil domain containing 51
ENSG00000164053	467.6265093	-0.45776787	0.077380228	6.80E-10	5.37E-08	ATRIP	ATR interacting protein
ENSG00000164054	8743.225982	-0.373291763	0.084326304	1.56E-06	4.01E-05	SHISA5	shisa family member 5
ENSG00000164061	214.6182838	-0.624209252	0.208719603	0.000190645	0.002062603	BSN	bassoon presynaptic cytomatrix protein
ENSG00000164062	5954.151036	-0.318858542	0.082210476	3.02E-05	0.000476045	APEH	acylaminoacyl-peptide hydrolase
ENSG00000164068	1507.781093	-0.466879378	0.107305708	2.69E-06	6.32E-05	RNF123	ring finger protein 123
ENSG00000164073	573.2205177	0.344975997	0.080428572	7.20E-06	0.000166644	MFSD8	major facilitator superfamily domain containing 8
ENSG00000164074	405.0865986	0.287313626	0.091644741	0.000837046	0.006703112	ABHD18	abhydrolase domain containing 18
ENSG00000164077	637.1324371	-0.793875405	0.091412785	1.32E-19	1.96E-16	MON1A	"MON1 homolog A, secretory trafficking associated"
ENSG00000164080	1119.620108	-0.694616434	0.084125786	1.11E-17	7.15E-15	RAD54L2	RAD54 like 2
ENSG00000164086	818.0856234	-0.456505454	0.083329085	1.58E-08	8.09E-07	DUSP7	dual specificity phosphatase 7
ENSG00000164087	470.6260254	-0.404549297	0.124502317	0.000203164	0.002253732	POC1A	POC1 centriolar protein A
ENSG00000164088	839.6533979	-0.407360978	0.120368423	0.000150481	0.001714357	PPM1M	"protein phosphatase, Mg2+/Mn2+ dependent 1M"
ENSG00000164091	3492.44277	-0.471415678	0.058765769	3.92E-16	1.76E-13	WDR82	WD repeat domain 82
ENSG00000164114	136.7701092	0.427451171	0.25521519	0.01027056	0.04534786	MAP9	microtubule associated protein 9
ENSG00000164117	944.5635595	0.259663789	0.092416494	0.002859863	0.017386566	FBXO8	F-box protein 8
ENSG00000164118	403.0085111	0.280383289	0.092848575	0.000948253	0.007378188	CEP44	centrosomal protein 44
ENSG00000164120	3438.664356	-1.745131535	0.361029037	1.06E-08	5.74E-07	HPGD	15-hydroxyprostaglandin dehydrogenase
ENSG00000164124	252.6331483	0.37131331	0.19100116	0.011039786	0.047893277	TMEM144	transmembrane protein 144
ENSG00000164134	1267.128897	0.211244709	0.069914792	0.001425758	0.008932275	NAA15	"N-alpha-acetyltransferase 15, NatA auxiliary subunit"
ENSG00000164162	118.3599007	0.244837809	0.072323329	0.000386368	0.003606878	ANAPC10	anaphase promoting complex subunit 10
ENSG00000164168	1161.536486	0.281994833	0.085046864	0.00059664	0.005088826	TMEM184C	transmembrane protein 184C
ENSG00000164181	722.0726564	0.547328648	0.331536863	0.006299893	0.031553695	ELOVL7	ELOVL fatty acid elongase 7
ENSG00000164182	757.2903598	-0.372934652	0.105438421	5.95E-05	0.000824505	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
ENSG00000164185	5.528194945	0.421034826	0.215492928	0.00699097	0.034119594	ZNF474	zinc finger protein 474
ENSG00000164188	111.6786781	-1.334953202	0.346330455	3.51E-07	1.15E-05	RANBP3L	RAN binding protein 3 like
ENSG00000164209	1878.150739	0.226798735	0.07660209	0.001520853	0.010630373	SLC25A46	solute carrier family 25 member 46
ENSG00000164211	850.7940976	-0.537525702	0.173598751	4.80E-05	0.000691737	STARD4	StAR related lipid transfer domain containing 4
ENSG00000164219	934.6214708	0.225753043	0.062175383	0.000145643	0.001667211	PGGT1B	protein geranylgeranyltransferase type I subunit beta
ENSG00000164237	7465.921716	-0.540465538	0.19121212	0.000187279	0.002041749	CMBL	carboxymethylenebutenolidase homolog
ENSG00000164258	2348.102747	0.392974674	0.100511677	2.46E-05	0.00040248	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4
ENSG00000164291	331.4509846	-0.307298897	0.112464586	0.001503033	0.010527412	ARSK	arylsulfatase family member K
ENSG00000164292	2828.925691	-0.593843046	0.138043624	1.93E-06	4.78E-05	RHOBTB3	Rho related BTB domain containing 3
ENSG00000164303	50.64267782	-0.296562911	0.445667487	0.007086717	0.034147222	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6
ENSG00000164344	3378.242712	0.636307399	0.203870294	0.000122146	0.001446834	KLKB1	kallikrein B1
ENSG00000164366	1027.727166	0.200940374	0.076424699	0.004919543	0.02619072	CCDC127	coiled-coil domain containing 127
ENSG00000164406	3997.655932	0.70499139	0.232234118	8.98E-05	0.001132028	LEAP2	liver enriched antimicrobial peptide 2
ENSG00000164418	45.80081521	-0.872192771	0.507378861	0.001585054	0.010878924	GRIK2	glutamate ionotropic receptor kainate type subunit 2
ENSG00000164440	44.21952463	-0.615174654	0.288810517	0.001335683	0.009656734	TXLNB	taxilin beta
ENSG00000164442	2185.121322	-0.561346274	0.150245	1.80E-05	0.000313794	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
ENSG00000164488	336.2759384	-1.58869346	0.428392599	3.06E-06	7.42E-05	DACT2	dishevelled binding antagonist of beta catenin 2
ENSG00000164506	529.6747272	-0.349339502	0.132620244	0.001686842	0.011497513	STXBP5	syntaxin binding protein 5
ENSG00000164520	27.06365027	-0.609761655	0.283176031	0.001719947	0.011669103	RAET1E	retinoic acid early transcript 1E
ENSG00000164535	1054.311233	0.313416813	0.076732217	1.47E-05	0.000265613	DAGLB	diacylglycerol lipase beta
ENSG00000164542	329.8872966	-1.232150222	0.170513724	6.93E-17	3.60E-14	MATCAP2	microtubule associated tyrosine carboxypeptidase 2
ENSG00000164543	986.1320439	0.322744445	0.097690787	0.000310407	0.003007748	STK17A	serine/threonine kinase 17a
ENSG00000164574	1478.217794	0.561411283	0.105807398	5.88E-09	3.49E-07	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
ENSG00000164588	24.11952398	-0.82264325	1.327509676	0.001931662	0.012701692	HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1
ENSG00000164603	267.0690997	-0.196825851	0.084279814	0.010825761	0.046786626	BMT2	base methyltransferase of 25S rRNA 2 homolog
ENSG00000164604	54.42359069	-0.439265345	0.186631271	0.002256632	0.014425029	GPR85	G protein-coupled receptor 85
ENSG00000164615	1823.382336	-0.217823024	0.081133368	0.003632764	0.020782547	CAMLG	calcium modulating ligand
ENSG00000164627	101.0400872	-0.474099561	0.333070852	0.009828966	0.043864802	KIF6	kinesin family member 6
ENSG00000164638	1230.200842	1.227801001	0.286575404	3.93E-06	8.76E-05	SLC29A4	solute carrier family 29 member 4
ENSG00000164647	740.0936903	-1.885005752	0.26499714	4.83E-17	2.56E-14	STEAP1	STEAP family member 1
ENSG00000164649	483.5951466	-0.586854209	0.184798759	0.000205032	0.002180668	CDCA7L	cell division cycle associated 7 like
ENSG00000164651	23.44221786	-0.150548522	0.307756224	0.001343737	0.009688104	SP8	Sp8 transcription factor
ENSG00000164695	420.2872098	-0.588623594	0.171756972	3.70E-05	0.000562108	CHMP4C	charged multivesicular body protein 4C
ENSG00000164741	1971.269335	-0.472250243	0.13216674	0.00010378	0.001272891	DLC1	DLC1 Rho GTPase activating protein
ENSG00000164744	6.837947697	-1.408868561	0.47610406	1.61E-05	0.000287173	SUN3	Sad1 and UNC84 domain containing 3
ENSG00000164778	30.84734523	1.163300963	0.42691645	0.000775269	0.006316535	EN2	engrailed homeobox 2
ENSG00000164841	109.2473054	-1.298327899	0.290232392	1.25E-08	6.69E-07	TMEM74	transmembrane protein 74
ENSG00000164877	1122.403446	0.328115155	0.133383124	0.002878592	0.017452522	MICALL2	MICAL like 2
ENSG00000164879	83.50538924	-1.692135117	0.384069231	9.59E-09	5.32E-07	CA3	carbonic anhydrase 3
ENSG00000164889	4441.294783	0.331285404	0.120424497	0.001907681	0.012651709	SLC4A2	solute carrier family 4 member 2
ENSG00000164916	1831.566949	0.291065732	0.094586027	0.000811434	0.0065353	FOXK1	forkhead box K1
ENSG00000164929	176.6513705	-0.667720477	0.365151688	0.001451507	0.010265981	BAALC	BAALC binder of MAP3K1 and KLF4
ENSG00000164930	777.2382556	-0.334969394	0.169463531	0.010000866	0.044395359	FZD6	frizzled class receptor 6
ENSG00000164970	816.7213411	-0.329098654	0.075068834	3.54E-06	8.03E-05	FAM219A	family with sequence similarity 219 member A
ENSG00000164975	869.4399657	0.208929414	0.074825743	0.003085973	0.018412342	SNAPC3	small nuclear RNA activating complex polypeptide 3
ENSG00000164985	1639.7339	-0.30096658	0.114224229	0.002226977	0.014258391	PSIP1	PC4 and SFRS1 interacting protein 1
ENSG00000164989	76.51210865	-0.465912067	0.139909036	9.43E-05	0.001178675	CCDC171	coiled-coil domain containing 171
ENSG00000165028	88.75114508	-0.764648557	0.131723162	1.13E-09	8.40E-08	NIPSNAP3B	nipsnap homolog 3B
ENSG00000165046	66.20623766	0.321997277	0.167113244	0.008964335	0.040986655	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
ENSG00000165055	903.3212894	0.179724939	0.075157513	0.011110618	0.048116839	METTL2B	"methyltransferase 2B, methylcytidine"
ENSG00000165078	37.83630786	-0.819466428	0.779822385	0.001658625	0.011356995	CPA6	carboxypeptidase A6
ENSG00000165091	8.834090393	-0.487442283	0.239575163	0.003450336	0.019973601	TMC1	transmembrane channel like 1
ENSG00000165102	3660.629404	0.314823735	0.100274269	0.000685281	0.00571773	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
ENSG00000165113	297.1702879	-0.330837769	0.098520197	0.000197294	0.002112766	GKAP1	G kinase anchoring protein 1
ENSG00000165156	2581.21832	-0.439003659	0.111855685	1.75E-05	0.000306677	ZHX1	zinc fingers and homeoboxes 1
ENSG00000165164	19.34705938	0.856325295	0.412059251	0.002902131	0.01757578	CFAP47	cilia and flagella associated protein 47
ENSG00000165169	1474.64453	-0.245263585	0.104191666	0.006564746	0.0326113	DYNLT3	dynein light chain Tctex-type 3
ENSG00000165171	236.3861225	-0.814550051	0.225902149	3.80E-06	8.52E-05	METTL27	methyltransferase like 27
ENSG00000165244	411.9402223	-0.313252921	0.146960732	0.009138629	0.041621066	ZNF367	zinc finger protein 367
ENSG00000165246	152.4505286	-0.304824313	0.491519439	0.008531745	0.039628757	NLGN4Y	neuroligin 4 Y-linked
ENSG00000165272	3021.915918	0.479135559	0.201546584	0.001908988	0.012615183	AQP3	aquaporin 3 (Gill blood group)
ENSG00000165355	487.7694586	-0.283390355	0.077966643	6.92E-05	0.000923357	FBXO33	F-box protein 33
ENSG00000165409	10.39656754	-0.503730505	0.2787435	0.004352255	0.023868365	TSHR	thyroid stimulating hormone receptor
ENSG00000165410	2946.33607	-0.681963035	0.105646915	9.24E-13	1.68E-10	CFL2	cofilin 2
ENSG00000165478	307.0951904	-1.451735703	0.941411051	0.000113361	0.001367906	HEPACAM	hepatic and glial cell adhesion molecule
ENSG00000165490	102.8029519	-0.396666841	0.144044972	0.000659088	0.005522765	DDIAS	DNA damage induced apoptosis suppressor
ENSG00000165496	13.58783687	-1.543494825	0.813197779	0.000247634	0.002524593	RPL10L	ribosomal protein L10 like
ENSG00000165521	11.75302009	-0.526239325	0.432012978	0.006434496	0.030707552	EML5	EMAP like 5
ENSG00000165526	1083.587397	-0.202685368	0.074913837	0.004371773	0.02393797	RPUSD4	RNA pseudouridine synthase D4
ENSG00000165533	541.184962	-0.445307392	0.119069685	8.45E-06	0.000175561	TTC8	tetratricopeptide repeat domain 8
ENSG00000165568	35.36574554	-0.585363624	0.27206804	0.001620042	0.011150526	AKR1E2	aldo-keto reductase family 1 member E2
ENSG00000165572	423.5807501	-0.260415053	0.086629708	0.001184898	0.008781272	KBTBD6	kelch repeat and BTB domain containing 6
ENSG00000165591	377.4801467	0.386772887	0.183994141	0.00615952	0.031085576	FAAH2	fatty acid amide hydrolase 2
ENSG00000165629	10103.06029	0.455823303	0.078581869	2.10E-09	1.44E-07	ATP5F1C	ATP synthase F1 subunit gamma
ENSG00000165637	2658.426813	0.251499542	0.072884937	0.000371982	0.003496459	VDAC2	voltage dependent anion channel 2
ENSG00000165646	13.63036969	1.260723183	0.225949365	1.02E-08	5.62E-07	SLC18A2	solute carrier family 18 member A2
ENSG00000165650	1827.120669	0.472344572	0.10762089	2.06E-06	5.05E-05	PDZD8	PDZ domain containing 8
ENSG00000165655	1018.583661	-0.43503399	0.195780342	0.002447481	0.015348873	ZNF503	zinc finger protein 503
ENSG00000165661	965.1461327	-0.44383043	0.091331591	1.37E-07	5.08E-06	QSOX2	quiescin sulfhydryl oxidase 2
ENSG00000165671	2387.592893	0.21788828	0.07183473	0.00164647	0.011293326	NSD1	nuclear receptor binding SET domain protein 1
ENSG00000165694	14.65204903	-1.646703541	0.772732215	0.000260351	0.002630642	FRMD7	FERM domain containing 7
ENSG00000165724	764.7954081	-0.249450991	0.086677127	0.001485555	0.010441284	ZMYND19	zinc finger MYND-type containing 19
ENSG00000165802	2548.68385	0.430856603	0.133202051	0.000194073	0.002084563	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor
ENSG00000165804	1263.401369	0.300023343	0.109372827	0.002772304	0.014869725	ZNF219	zinc finger protein 219
ENSG00000165806	930.6116328	-0.345778949	0.097773809	5.77E-05	0.000806014	CASP7	caspase 7
ENSG00000165861	1284.241289	-0.187065687	0.077207793	0.009942606	0.044232014	ZFYVE1	zinc finger FYVE-type containing 1
ENSG00000165879	610.5136228	-0.368143087	0.123626532	0.000713276	0.005896023	FRAT1	FRAT regulator of WNT signaling pathway 1
ENSG00000165895	874.0212937	-0.305289449	0.134031144	0.005091461	0.026842407	ARHGAP42	Rho GTPase activating protein 42
ENSG00000165953	123.564935	-0.834607395	0.603124097	0.000801206	0.006423998	SERPINA12	serpin family A member 12
ENSG00000165983	966.0998882	0.448870927	0.136091401	0.000261975	0.002643685	PTER	phosphotriesterase related
ENSG00000165985	48.41319695	0.632453336	0.273623184	0.001604732	0.010966156	C1QL3	complement C1q like 3
ENSG00000166002	1606.437678	0.294069354	0.108566067	0.003341662	0.019524541	SMCO4	single-pass membrane protein with coiled-coil domains 4
ENSG00000166025	1730.109282	0.54729489	0.184976672	0.001087936	0.008204628	AMOTL1	angiomotin like 1
ENSG00000166033	8580.671669	0.568553906	0.184357655	0.000164168	0.001835826	HTRA1	HtrA serine peptidase 1
ENSG00000166091	14.76951888	-1.340320757	0.4494235	4.75E-05	0.000687343	CMTM5	CKLF like MARVEL transmembrane domain containing 5
ENSG00000166111	24.83337074	-0.64304482	0.413380583	0.002878315	0.016681788	SVOP	SV2 related protein
ENSG00000166128	1046.826141	-0.502978906	0.103164513	1.23E-07	4.64E-06	RAB8B	"RAB8B, member RAS oncogene family"
ENSG00000166148	954.6282954	-1.199328024	0.465220103	2.54E-05	0.000413573	AVPR1A	arginine vasopressin receptor 1A
ENSG00000166165	3331.631346	1.07976086	0.262313698	7.00E-06	0.000144167	CKB	creatine kinase B
ENSG00000166200	2451.322042	0.176877422	0.066002636	0.00504734	0.026674645	COPS2	COP9 signalosome subunit 2
ENSG00000166206	326.5299229	1.309011588	0.474307991	0.00026491	0.002666536	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3
ENSG00000166233	2304.202395	0.219150555	0.068364857	0.000838067	0.006706786	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
ENSG00000166268	16.30043617	0.804262218	0.366802747	0.00130148	0.009460116	MYRFL	myelin regulatory factor like
ENSG00000166272	3119.251633	0.205332823	0.069530247	0.002028885	0.013217115	WBP1L	WW domain binding protein 1 like
ENSG00000166289	752.83674	-0.521322356	0.181584117	0.000242284	0.002773926	PLEKHF1	pleckstrin homology and FYVE domain containing 1
ENSG00000166292	233.1337714	-0.908927048	0.443522884	0.000344618	0.003274073	TMEM100	transmembrane protein 100
ENSG00000166313	1173.231008	-0.36737975	0.128007376	0.000983835	0.007592848	APBB1	amyloid beta precursor protein binding family B member 1
ENSG00000166347	17606.63551	-0.44066396	0.122723892	6.48E-05	0.000880782	CYB5A	cytochrome b5 type A
ENSG00000166349	63.46379254	-0.989686164	0.240751372	5.15E-07	1.58E-05	RAG1	recombination activating 1
ENSG00000166352	447.3059691	-0.364385146	0.091772937	1.69E-05	0.000298409	IFTAP	intraflagellar transport associated protein
ENSG00000166391	1124.862766	-0.477002041	0.618625206	0.002294011	0.014597476	MOGAT2	monoacylglycerol O-acyltransferase 2
ENSG00000166411	499.7111285	0.344241974	0.130938597	0.00258227	0.016695794	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha
ENSG00000166415	1215.873431	0.820833421	0.29092151	0.000748472	0.005355606	WDR72	WD repeat domain 72
ENSG00000166428	140.1213365	0.401555879	0.210814599	0.010321018	0.045511568	PLD4	phospholipase D family member 4
ENSG00000166446	385.0833584	0.364190944	0.158161109	0.005016498	0.026567386	CDYL2	chromodomain Y like 2
ENSG00000166454	1827.444023	0.170929922	0.066371476	0.007103562	0.034527826	ATMIN	ATM interactor
ENSG00000166483	1484.00003	-0.36447495	0.138657108	0.001494814	0.010479351	WEE1	WEE1 G2 checkpoint kinase
ENSG00000166510	306.9681298	-1.288291507	0.215026482	6.32E-12	9.14E-10	CCDC68	coiled-coil domain containing 68
ENSG00000166558	22.00438388	0.853574444	1.307472173	0.001465015	0.010333942	SLC38A8	solute carrier family 38 member 8
ENSG00000166682	44.26423697	-0.425213012	0.225687152	0.007502232	0.035517465	TMPRSS5	transmembrane serine protease 5
ENSG00000166704	344.5151381	0.350924397	0.115579696	0.00084874	0.007021849	ZNF606	zinc finger protein 606
ENSG00000166710	110303.1908	0.41261508	0.130085654	0.00016287	0.001827571	B2M	beta-2-microglobulin
ENSG00000166734	3098.258812	0.230093663	0.08764706	0.003681904	0.02098316	GOLM2	golgi membrane protein 2
ENSG00000166747	3368.082835	0.226381959	0.071008341	0.000835561	0.006697968	AP1G1	adaptor related protein complex 1 subunit gamma 1
ENSG00000166794	7927.513966	0.272539312	0.091862454	0.001292102	0.009408158	PPIB	peptidylprolyl isomerase B
ENSG00000166797	3250.734908	0.364482418	0.083042169	3.83E-06	8.58E-05	CIAO2A	cytosolic iron-sulfur assembly component 2A
ENSG00000166801	1176.549163	-0.222617006	0.096299593	0.008656232	0.039973492	FAM111A	FAM111 trypsin like peptidase A
ENSG00000166813	218.7143348	-0.72686502	0.178831233	5.15E-06	0.000111004	KIF7	kinesin family member 7
ENSG00000166825	24434.52767	1.028012222	0.182496878	7.49E-10	5.72E-08	ANPEP	"alanyl aminopeptidase, membrane"
